date,Exports -  GWh,Imports -  GWh,Gas (OCGT) -  GWh,Hydro -  GWh,Wind -  GWh,Solar (Rooftop) -  GWh,Temperature Max - C,Temperature Mean - C,Temperature Min - C,Exports Emissions Vol - tCO₂e,Imports Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Volume Weighted Price - AUD/MWh,Gas (OCGT) Market Value - AUD,Hydro Market Value - AUD,Wind Market Value - AUD,Solar (Rooftop) Market Value - AUD
2024-03-27,0.00,8.95,0.00,17.45,2.22,1.28,19.30,13.83,9.70,0.00,7894.00,0.00,263.96,68.89,0.00,1266230.00,157747.00,34590.00
2024-03-28,0.00,9.06,0.07,17.83,1.11,1.30,18.40,13.56,7.90,0.00,8247.00,45.17,282.34,62.03,1461.00,1145909.00,61561.00,31354.00
2024-03-29,-1.02,7.47,0.00,20.12,0.93,1.24,20.30,15.18,10.70,0.00,7293.00,0.00,253.71,63.57,0.00,1439181.00,52647.00,30943.00
2024-03-30,-0.70,6.17,0.00,21.20,0.75,0.92,17.50,15.60,12.90,0.00,5685.00,0.00,200.59,62.43,0.00,1409409.00,44042.00,29915.00
2024-03-31,-0.39,8.33,0.00,18.08,0.59,0.94,19.80,15.91,12.90,0.00,7843.00,0.00,284.67,66.41,0.00,1276288.00,40115.00,36339.00
2024-04-01,-0.94,7.43,0.00,17.77,2.83,0.78,19.90,16.31,13.10,0.00,5682.00,0.00,203.86,59.40,0.00,1112963.00,179389.00,37579.00
2024-04-02,-0.14,8.23,0.00,14.13,6.68,0.26,16.60,14.56,10.20,0.00,6177.00,0.00,211.88,48.10,0.00,736120.00,307728.00,4269.00
2024-04-03,-3.98,3.44,0.08,25.36,2.38,1.12,16.30,10.99,7.90,0.08,3372.00,52.93,120.63,76.70,7585.00,1858083.00,179117.00,110229.00
2024-04-04,-1.02,6.96,0.00,21.12,0.79,1.10,17.40,12.26,6.90,0.00,5637.00,0.00,194.78,65.40,0.00,1421825.00,48642.00,51470.00
2024-04-05,0.00,9.01,0.00,17.50,0.71,1.12,19.20,13.50,7.90,0.00,7538.00,0.00,265.94,60.98,0.00,1089548.00,46840.00,40754.00
2024-04-06,-0.13,5.78,0.00,17.55,3.24,0.79,22.70,16.12,10.30,0.00,5787.00,0.00,212.50,77.69,0.00,1431325.00,236341.00,47604.00
2024-04-07,-0.33,6.98,0.00,18.25,2.67,0.41,16.70,15.31,14.20,0.00,6696.00,0.00,239.28,70.73,0.00,1355952.00,180840.00,17744.00
2024-04-08,-2.38,4.11,0.00,20.86,5.99,0.78,19.10,13.84,8.70,0.00,3369.00,0.00,114.79,67.42,0.00,1525649.00,386730.00,28091.00
2024-04-09,-0.46,7.12,0.07,16.14,5.74,1.09,16.70,11.69,6.70,6.34,5244.00,44.46,177.86,72.79,7485.00,1288965.00,431159.00,30569.00
2024-04-10,-0.71,5.56,0.20,15.53,5.13,1.01,19.30,14.08,9.70,26.74,4684.00,133.40,179.29,79.11,22753.00,1347812.00,394203.00,45070.00
2024-04-11,-2.59,3.81,0.73,23.82,1.17,1.07,16.20,12.35,8.80,88.47,3477.00,488.10,138.37,107.99,105131.00,2796302.00,118558.00,76885.00
2024-04-12,-4.21,1.49,0.10,25.81,4.24,0.89,20.70,14.40,8.80,9.07,1445.00,63.72,52.97,82.37,11259.00,2149072.00,320489.00,65654.00
2024-04-13,-6.31,3.19,0.00,26.27,4.05,0.95,21.70,16.97,14.50,0.00,2932.00,0.00,104.18,54.62,0.00,1475586.00,217577.00,42861.00
2024-04-14,-6.51,3.05,0.00,26.27,4.46,0.93,23.60,17.53,13.00,0.00,2689.00,0.00,95.36,50.23,0.00,1415813.00,215247.00,32363.00
2024-04-15,-7.18,2.25,0.00,27.05,6.70,0.76,19.70,16.00,12.30,0.00,2003.00,0.00,67.71,58.61,0.00,1560124.00,392359.00,44496.00
2024-04-16,-7.11,1.66,0.28,33.43,1.21,0.63,15.90,12.59,8.70,45.53,1518.00,188.10,55.14,75.61,17665.00,2379403.00,89249.00,67068.00
2024-04-17,-4.08,2.73,0.37,28.45,1.36,0.96,19.00,12.17,6.70,50.55,2591.00,242.70,93.39,92.88,25443.00,2498925.00,121191.00,108171.00
2024-04-18,-3.43,3.18,0.00,22.46,8.23,0.47,17.90,13.03,10.20,0.00,2320.00,0.00,75.05,87.00,0.00,1997042.00,692129.00,34082.00
2024-04-19,-0.41,7.19,0.01,18.77,3.62,0.84,15.30,12.03,8.50,0.00,5555.00,9.03,185.30,104.28,582.50,2048041.00,365805.00,73864.00
2024-04-20,-0.77,6.96,0.00,19.95,1.97,0.96,20.00,12.49,7.10,0.00,5835.00,0.00,200.77,100.43,0.00,2131340.00,188788.00,42931.00
2024-04-21,-2.01,5.32,0.31,22.20,2.53,0.98,19.40,13.68,8.50,48.28,5060.00,208.80,178.00,91.47,28013.00,2140335.00,225331.00,46793.00
2024-04-22,-3.04,5.08,0.47,23.86,3.00,0.75,20.80,13.94,9.20,70.00,4603.00,314.90,160.91,83.05,30405.00,1985451.00,233173.00,40228.00
2024-04-23,-0.01,9.12,0.01,13.63,6.01,0.70,21.60,15.45,10.80,0.00,5827.00,9.28,198.13,55.55,284.30,833897.00,312823.00,14499.00
2024-04-24,-2.99,5.57,0.00,15.86,10.10,0.93,15.20,11.54,8.80,0.00,3666.00,0.00,124.41,46.06,0.00,905279.00,464023.00,20429.00
2024-04-25,-2.84,6.01,0.72,17.22,8.38,0.52,15.10,11.88,9.60,105.80,4679.00,478.80,168.33,65.49,50506.00,1146480.00,568701.00,15779.00
2024-04-26,-4.90,2.31,0.62,27.92,3.47,0.96,18.60,13.03,9.20,96.66,2036.00,412.10,77.38,89.92,40217.00,2358334.00,325811.00,103989.00
2024-04-27,-4.30,3.94,0.40,27.14,1.91,0.92,18.70,12.02,7.40,63.81,3586.00,263.40,126.20,70.20,21520.00,1939224.00,110631.00,51023.00
2024-04-28,-4.55,3.50,0.00,25.51,4.74,0.63,19.10,13.43,8.30,0.00,2435.00,0.00,81.64,59.13,0.00,1640415.00,281447.00,13378.00
2024-04-29,-6.73,1.75,0.00,26.65,9.37,0.83,15.40,12.66,8.70,0.00,1315.00,0.00,41.26,76.53,0.00,1938068.00,744954.00,69846.00
2024-04-30,-3.31,4.62,0.31,25.98,4.13,0.68,13.80,10.94,8.90,46.09,3091.00,208.10,100.39,84.92,18071.00,2124379.00,374250.00,47386.00
2024-05-01,-1.09,6.05,0.11,23.42,1.96,0.88,15.90,9.94,5.30,14.74,4267.00,75.70,138.08,96.57,8334.00,2301739.00,191153.00,49576.00
2024-05-02,-3.85,5.04,0.64,29.22,1.15,0.66,12.80,9.96,7.00,88.56,4259.00,427.30,139.94,104.83,63020.00,3097449.00,121894.00,59075.00
2024-05-03,-3.63,3.73,1.27,28.70,1.43,0.77,14.30,9.99,6.00,94.24,3251.00,844.20,123.98,134.40,150054.00,3717594.00,196870.00,87219.00
2024-05-04,-0.15,8.20,1.39,19.00,1.73,0.65,14.80,10.84,7.20,3.58,7319.00,922.60,267.27,140.08,193330.00,2683645.00,246080.00,69149.00
2024-05-05,0.00,9.76,1.39,17.58,1.64,0.74,16.00,10.25,5.90,0.00,8063.00,922.20,288.81,100.12,138277.00,1793067.00,165078.00,32772.00
2024-05-06,0.00,9.85,1.39,18.67,0.94,0.72,16.40,12.34,8.20,0.00,7852.00,922.70,277.98,121.94,165211.00,2311858.00,110267.00,53803.00
2024-05-07,-0.59,6.26,1.92,22.44,0.62,0.72,16.50,11.88,7.20,29.20,6090.00,1277.00,233.91,174.19,346204.00,4064293.00,116032.00,93714.00
2024-05-08,-0.25,7.07,2.56,17.98,2.32,0.38,12.80,11.86,11.20,14.55,6709.00,1700.00,279.28,194.56,486417.00,3616769.00,441019.00,50092.00
2024-05-09,-1.17,5.73,2.61,22.07,1.02,0.53,14.60,12.51,11.20,58.17,5469.00,1733.00,232.08,232.22,616652.00,5216184.00,230574.00,128453.00
2024-05-10,-0.80,5.96,3.07,18.79,2.95,0.39,14.60,13.02,11.70,43.33,5827.00,2039.00,257.60,195.43,602096.00,3832919.00,571156.00,83590.00
2024-05-11,0.00,9.30,2.53,13.66,3.35,0.60,15.10,12.17,9.70,0.00,8742.00,1682.00,354.05,143.53,364688.00,2018997.00,436290.00,55049.00
2024-05-12,-0.20,7.78,2.77,14.39,3.14,0.57,17.50,12.14,8.70,10.05,7788.00,1845.00,338.12,139.38,376166.00,2152326.00,423432.00,37102.00
2024-05-13,-0.22,6.71,2.40,14.74,7.12,0.43,17.10,13.00,9.80,11.20,6014.00,1595.00,243.63,150.55,349064.00,2340618.00,1083572.00,33191.00
2024-05-14,-1.89,5.13,2.50,17.71,7.37,0.67,16.00,12.55,9.20,84.12,4837.00,1658.00,203.66,172.37,445788.00,3429016.00,1134513.00,111363.00
2024-05-15,-3.26,3.29,1.80,18.86,9.17,0.51,18.10,13.96,9.50,162.50,3128.00,1199.00,137.16,99.98,193858.00,1909627.00,866745.00,23968.00
2024-05-16,-3.04,5.08,1.63,19.55,8.22,0.45,16.10,12.55,8.10,114.60,5081.00,1081.00,189.66,114.24,192717.00,2192147.00,895983.00,42093.00
2024-05-17,-0.80,6.80,0.79,15.54,9.37,0.59,15.00,9.73,5.40,40.10,5248.00,524.90,177.54,112.63,92762.00,1767141.00,998680.00,40705.00
2024-05-18,-0.79,8.45,2.35,16.90,5.40,0.58,10.40,7.81,3.90,37.03,7001.00,1560.00,259.18,107.79,240484.00,1794420.00,695282.00,36683.00
