date,Battery (Charging) -  GWh,Exports -  GWh,Imports -  GWh,Distillate -  GWh,Gas (Steam) -  GWh,Gas (CCGT) -  GWh,Gas (OCGT) -  GWh,Gas (Reciprocating) -  GWh,Battery (Discharging) -  GWh,Wind -  GWh,Solar (Utility) -  GWh,Solar (Rooftop) -  GWh,Temperature Max - C,Temperature Mean - C,Temperature Min - C,Exports Emissions Vol - tCO₂e,Imports Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (Steam) Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Reciprocating) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Volume Weighted Price - AUD/MWh,Battery (Charging) Market Value - AUD,Exports Market Value - AUD,Imports Market Value - AUD,Distillate Market Value - AUD,Gas (Steam) Market Value - AUD,Gas (CCGT) Market Value - AUD,Gas (OCGT) Market Value - AUD,Gas (Reciprocating) Market Value - AUD,Battery (Discharging) Market Value - AUD,Wind Market Value - AUD,Solar (Utility) Market Value - AUD,Solar (Rooftop) Market Value - AUD
2023-06-30,-0.14,-0.03,7.41,0.00,1.38,12.36,0.49,1.16,0.15,15.14,1.15,3.04,15.00,12.12,10.00,2072.00,4820.00,0.00,979.00,6103.00,394.70,1012.00,243.42,74.55,4609.00,145.20,-595738.00,0.00,111489.00,893716.00,59407.00,135852.00,15082.00,968122.00,36172.00,93816.00
2023-07-01,-0.36,-0.01,10.33,0.00,3.11,9.52,1.47,1.88,0.27,5.69,1.15,4.38,15.00,11.28,7.30,3805.00,8117.00,0.00,2205.00,4508.00,1117.00,1642.00,344.84,125.46,26950.00,815.70,-1001142.00,0.00,458967.00,1171393.00,248917.00,305974.00,45525.00,646728.00,93151.00,313746.00
2023-07-02,-0.31,-0.26,8.06,0.00,3.74,10.53,1.03,1.58,0.15,10.22,1.35,3.18,13.20,9.58,6.00,3058.00,7300.00,0.00,2649.00,5052.00,740.60,1379.00,309.07,130.80,32713.00,14931.00,-970928.00,0.00,547776.00,1417559.00,178597.00,267983.00,30913.00,1062283.00,107817.00,305391.00
2023-07-03,-0.20,-0.01,10.52,0.03,4.78,15.68,2.56,2.29,0.23,6.22,0.47,2.20,12.90,9.81,6.50,5145.00,8871.00,45.92,3385.00,7440.00,2330.00,2004.00,441.18,222.55,45202.00,533.90,-2006112.00,12420.00,1152479.00,3527040.00,715708.00,603132.00,64236.00,841693.00,133360.00,595473.00
2023-07-04,-0.43,-0.33,7.83,0.00,4.20,13.77,0.97,2.09,0.44,8.90,1.38,4.49,14.50,10.74,7.70,3593.00,7292.00,0.50,2976.00,6792.00,743.40,1824.00,340.43,185.35,75296.00,52895.00,-1007577.00,99.62,857553.00,2624181.00,215834.00,455479.00,105937.00,1423819.00,280169.00,872244.00
2023-07-05,-0.31,-3.25,0.74,0.01,1.04,0.03,1.70,0.47,0.22,35.18,1.94,4.78,17.00,12.91,9.10,68.95,661.40,9.87,738.70,12.67,1493.00,412.40,58.78,72.24,15206.00,88708.00,-75003.00,1033.00,71826.00,2580.00,157943.00,53716.00,22453.00,2368517.00,92620.00,134134.00
2023-07-06,-0.31,-4.65,1.26,0.01,0.98,0.00,1.33,0.26,0.23,43.03,1.05,2.44,13.60,11.83,9.20,80.46,824.70,12.53,695.90,0.00,1147.00,227.50,42.22,18.73,-6287.00,-118342.00,-71741.00,507.90,10677.00,0.00,67880.00,28549.00,17053.00,511933.00,-28433.00,-51917.00
2023-07-07,-0.35,-3.35,0.81,0.00,0.98,0.00,0.72,0.00,0.21,37.63,1.50,4.94,15.10,12.25,8.80,28.40,550.60,2.82,696.90,0.00,684.40,0.00,30.10,-6.52,-11877.00,-55988.00,-30182.00,-85.24,-9772.00,0.00,-7092.00,0.00,8391.00,-279051.00,-44161.00,-196341.00
2023-07-08,-0.19,-3.68,0.37,0.00,0.98,0.00,0.72,0.00,0.11,37.82,0.73,3.73,14.50,12.56,10.70,12.43,204.70,0.00,697.30,0.00,683.90,0.00,31.33,-29.63,-9761.00,-147610.00,2743.00,0.00,-33459.00,0.00,-24281.00,0.00,-2554.00,-1149298.00,-39330.00,-235054.00
2023-07-09,-0.19,-1.60,5.85,0.00,0.58,3.14,1.25,0.55,0.24,25.07,0.76,3.12,14.60,12.58,11.60,1558.00,4044.00,2.42,409.80,1489.00,1010.00,481.00,97.75,38.58,5033.00,-44879.00,-304280.00,236.50,-12062.00,396380.00,85063.00,72210.00,25076.00,82105.00,-14535.00,-50851.00
2023-07-10,-0.47,0.00,13.99,0.01,1.72,8.34,1.93,0.00,0.28,12.22,1.24,3.21,16.80,13.39,11.80,3716.00,9782.00,7.52,1217.00,3952.00,1628.00,0.03,235.05,129.56,29014.00,0.00,-459109.00,2644.00,251089.00,1201577.00,344743.00,4.57,49012.00,1301436.00,60535.00,150942.00
2023-07-11,-0.29,-0.01,13.37,0.03,2.00,8.61,2.52,0.79,0.34,6.58,1.99,5.33,16.40,12.93,10.90,4840.00,10659.00,36.89,1416.00,4063.00,2022.00,693.40,291.98,160.07,15580.00,-178.60,-1165900.00,16950.00,363106.00,1501833.00,733579.00,217375.00,106857.00,708200.00,93080.00,181960.00
2023-07-12,-0.56,-0.54,12.46,0.01,1.33,8.06,1.74,0.75,0.42,10.23,2.32,5.86,16.10,12.31,8.90,3852.00,9171.00,18.52,943.40,3814.00,1503.00,652.00,225.58,122.89,27386.00,-10688.00,-754066.00,3457.00,153343.00,1065932.00,368740.00,180381.00,60030.00,947028.00,49991.00,130205.00
2023-07-13,-0.34,-0.73,4.65,0.00,0.71,1.62,1.16,0.00,0.19,29.24,1.25,6.08,16.00,12.28,8.80,446.10,2838.00,0.76,500.20,767.10,1073.00,0.03,58.18,-0.97,-6170.00,-47110.00,-56182.00,25.39,-9551.00,39449.00,4757.00,-0.90,5276.00,-176380.00,-64837.00,-475863.00
2023-07-14,-0.25,-3.09,2.04,0.00,0.78,0.71,0.76,0.19,0.14,33.02,1.07,6.01,17.40,13.22,9.70,129.80,1210.00,0.00,553.60,336.80,719.40,162.20,41.51,-5.63,-8016.00,-143506.00,-101529.00,0.00,-3778.00,-34982.00,-9251.00,13456.00,6124.00,-389959.00,-39436.00,-222794.00
2023-07-15,-0.17,-2.04,5.83,0.00,0.21,5.10,1.17,0.51,0.16,23.93,1.32,3.12,13.40,11.08,7.40,1047.00,4840.00,0.01,148.30,2415.00,972.30,449.80,112.19,51.31,2650.00,-30921.00,-400385.00,0.25,-3500.00,420759.00,70344.00,56381.00,12116.00,758373.00,46197.00,116347.00
2023-07-16,-0.22,-1.05,7.66,0.00,0.64,8.26,0.99,0.58,0.14,13.24,2.16,5.79,14.60,9.50,5.40,1998.00,6531.00,0.00,452.10,3914.00,783.20,506.60,177.84,83.22,3022.00,-35455.00,-689721.00,0.00,83744.00,720472.00,123836.00,98018.00,17887.00,842104.00,-11148.00,-45256.00
2023-07-17,-0.27,-0.02,12.30,0.00,0.77,8.71,3.34,1.34,0.27,8.71,2.24,6.20,16.20,9.57,3.50,4282.00,9958.00,3.00,542.90,3966.00,2921.00,1174.00,272.55,145.14,18596.00,-90.78,-1183233.00,464.50,156140.00,1350617.00,686259.00,277872.00,51677.00,991458.00,91494.00,210823.00
2023-07-18,-0.34,-0.02,11.29,0.02,0.83,7.18,3.63,1.15,0.27,14.42,2.19,4.32,15.00,8.81,3.20,3653.00,7751.00,31.96,589.80,3390.00,3091.00,1001.00,238.21,105.61,19457.00,-590.00,-712406.00,7140.00,136793.00,969367.00,474343.00,181846.00,47066.00,1067878.00,19199.00,28473.00
2023-07-19,-0.41,-4.70,1.90,0.00,0.14,5.76,1.83,1.02,0.29,30.62,1.92,5.83,16.80,12.01,6.40,338.40,1652.00,0.00,101.80,2729.00,1450.00,895.40,109.16,68.71,5044.00,167059.00,-134790.00,0.00,4583.00,459659.00,199209.00,146741.00,46017.00,1820992.00,18200.00,-84743.00
2023-07-20,-0.25,-4.12,3.40,0.00,1.15,3.13,0.95,0.78,0.14,34.19,0.81,3.67,15.00,12.88,10.40,511.90,2282.00,0.00,813.20,1483.00,793.80,682.20,84.15,22.84,-4602.00,-45757.00,-162142.00,0.00,31573.00,307610.00,43454.00,89311.00,10307.00,191741.00,486.50,35925.00
2023-07-21,-0.30,0.00,13.17,0.03,1.77,9.79,2.96,1.96,0.32,5.40,2.27,5.56,14.70,9.58,4.30,5633.00,10735.00,38.02,1254.00,4630.00,2546.00,1712.00,338.77,134.37,22525.00,0.00,-1361356.00,7788.00,249901.00,1285994.00,605613.00,359936.00,61073.00,493018.00,149291.00,312720.00
2023-07-22,-0.25,-2.31,4.60,0.00,1.51,7.07,1.38,0.86,0.22,22.45,1.62,3.51,14.50,10.16,8.70,1364.00,3946.00,0.00,1069.00,3348.00,1074.00,747.40,161.61,75.26,10400.00,98634.00,-309909.00,0.00,123573.00,631710.00,139479.00,94813.00,25552.00,1491802.00,40335.00,84020.00
2023-07-23,-0.27,-1.12,4.54,0.00,1.48,3.74,1.29,0.97,0.11,22.89,1.91,3.91,14.20,10.15,6.50,875.80,3921.00,0.00,1047.00,1770.00,1063.00,850.60,130.33,77.12,10711.00,44919.00,-330776.00,0.00,145962.00,500697.00,164342.00,141564.00,19451.00,1392036.00,61523.00,116189.00
2023-07-24,-0.27,0.00,16.13,0.00,1.79,10.01,2.96,1.50,0.21,5.96,1.28,3.32,14.10,10.90,6.80,6289.00,13779.00,1.59,1270.00,4741.00,2509.00,1313.00,363.71,163.75,32667.00,0.00,-1854500.00,364.70,322220.00,1615789.00,643702.00,325443.00,49721.00,846411.00,188666.00,474167.00
2023-07-25,-0.20,-0.14,6.91,0.12,2.13,8.39,2.42,1.28,0.23,11.10,2.34,5.55,16.40,12.30,8.20,2408.00,6249.00,149.30,1512.00,3952.00,1987.00,1121.00,259.81,151.50,16727.00,12921.00,-1035008.00,39774.00,393218.00,1329305.00,668002.00,304286.00,57303.00,1177944.00,145534.00,304177.00
2023-07-26,-0.29,-1.82,3.27,0.01,3.21,7.02,1.76,1.27,0.25,17.07,2.57,6.71,17.30,11.98,5.70,1163.00,2818.00,15.14,2273.00,3320.00,1346.00,1114.00,202.38,119.44,20658.00,148411.00,-482696.00,3675.00,533849.00,983948.00,360058.00,266584.00,57585.00,1422698.00,107694.00,239823.00
2023-07-27,-0.42,-3.79,0.92,0.00,1.26,0.11,1.15,0.45,0.19,40.13,0.58,2.15,19.00,15.16,10.80,46.58,569.80,0.00,891.30,52.45,1017.00,397.20,51.25,14.20,-1754.00,15132.00,-20489.00,0.00,26989.00,3088.00,32540.00,34224.00,8486.00,478416.00,-6678.00,-38729.00
2023-07-28,-0.22,-0.18,12.57,0.05,1.47,2.88,3.17,1.01,0.32,12.45,2.27,3.71,16.20,13.31,9.90,3881.00,8690.00,75.19,1040.00,1367.00,2828.00,880.20,226.46,80.63,5350.00,-4929.00,-740811.00,3789.00,155843.00,377143.00,331427.00,160727.00,39925.00,574503.00,90967.00,112391.00
2023-07-29,-0.41,-1.11,11.93,0.00,0.77,3.25,0.87,0.34,0.24,13.94,1.77,5.64,17.00,12.56,9.30,2418.00,8895.00,1.04,544.90,1539.00,798.40,294.60,118.52,55.90,-1141.00,-53692.00,-228009.00,95.17,14589.00,311390.00,62589.00,33419.00,20914.00,374588.00,-52303.00,-229533.00
2023-07-30,-0.19,-2.34,6.08,0.00,1.01,2.63,0.47,0.29,0.15,24.22,1.73,4.38,17.20,12.26,8.50,916.20,3980.00,0.00,718.40,1244.00,445.00,252.40,76.26,-2.71,-5887.00,-142476.00,-115344.00,0.00,-7046.00,137064.00,-19251.00,23228.00,7614.00,-502735.00,-92037.00,-242573.00
2023-07-31,-0.30,-0.01,9.91,0.00,0.00,6.78,1.33,0.87,0.18,16.80,2.20,4.06,15.40,13.16,10.90,2211.00,6310.00,1.14,0.00,3310.00,1136.00,761.60,161.70,48.09,3865.00,-322.00,-408333.00,88.86,0.00,407409.00,91297.00,87102.00,16483.00,534414.00,54596.00,109730.00
2023-08-01,-0.29,-0.04,7.73,0.20,1.75,13.78,2.85,2.16,0.38,5.15,2.27,4.22,15.30,11.97,8.50,3049.00,6215.00,279.20,1240.00,6575.00,2740.00,1885.00,388.37,539.74,67663.00,9446.00,-1021180.00,546181.00,878608.00,8007644.00,3476815.00,1716978.00,554312.00,1183030.00,642292.00,1139835.00
2023-08-02,-0.45,-1.82,1.00,0.00,0.05,8.11,1.20,0.84,0.30,22.02,1.58,7.11,19.20,14.50,10.00,229.50,862.70,1.95,33.13,3951.00,1081.00,733.40,140.73,48.91,-4575.00,20888.00,-59856.00,296.70,2519.00,519336.00,101287.00,102669.00,29057.00,912969.00,-54191.00,-388146.00
2023-08-03,-0.30,-2.67,1.17,0.00,0.98,0.00,0.72,0.00,0.13,31.14,0.50,6.93,24.40,19.06,14.20,84.68,687.00,0.75,695.70,0.00,686.80,0.00,34.24,-71.56,-26116.00,-146798.00,47899.00,-60.55,-81043.00,0.00,-59442.00,0.00,-10836.00,-2100382.00,-47037.00,-1030175.00
2023-08-04,-0.13,-1.84,0.68,0.00,1.24,5.64,1.20,0.03,0.08,26.87,0.56,4.72,22.20,14.35,9.00,131.90,444.30,0.34,879.40,2672.00,1019.00,23.80,113.89,-7.94,-3079.00,-80363.00,-1497.00,24.98,5268.00,14192.00,54741.00,1678.00,-442.50,-474632.00,-28936.00,-302152.00
2023-08-05,-0.41,0.00,4.48,0.01,2.34,8.19,2.91,1.07,0.32,12.90,2.04,4.25,14.60,10.19,6.60,1333.00,3865.00,11.67,1661.00,3880.00,2672.00,931.80,269.05,149.38,40932.00,0.00,-195823.00,1518.00,372547.00,1265523.00,454516.00,139520.00,68876.00,1764349.00,331920.00,728235.00
2023-08-06,-0.22,-0.48,4.44,0.00,1.23,9.24,0.84,0.80,0.20,14.11,2.39,5.21,14.50,10.58,6.60,1266.00,4068.00,0.00,871.30,4479.00,667.70,697.50,197.38,70.06,9820.00,-14501.00,-427427.00,0.00,95825.00,735292.00,67814.00,134213.00,30497.00,613676.00,102675.00,365024.00
2023-08-07,-0.40,-0.02,7.73,0.02,1.30,9.61,1.17,0.76,0.40,11.39,2.72,7.11,15.40,10.48,5.40,2402.00,6627.00,23.70,918.90,4627.00,1094.00,666.80,212.68,117.86,30754.00,902.10,-926027.00,5665.00,152769.00,1111291.00,268285.00,155736.00,45569.00,1074904.00,197151.00,478611.00
2023-08-08,-0.13,-0.44,6.91,0.06,1.28,7.31,2.00,0.62,0.10,12.81,2.89,7.60,17.80,10.87,3.90,1988.00,6107.00,82.34,904.30,3383.00,1535.00,544.70,186.06,139.24,13468.00,18520.00,-1016132.00,24202.00,164136.00,1179000.00,471014.00,127186.00,27797.00,1351032.00,157971.00,389436.00
2023-08-09,-0.63,-5.45,0.84,0.01,1.35,0.51,0.50,0.00,0.63,33.25,1.01,7.52,21.90,15.17,10.50,42.45,535.10,10.30,957.90,239.70,486.10,0.04,37.84,15.11,-23789.00,-131144.00,-11627.00,614.90,-11690.00,11622.00,14921.00,0.22,-3198.00,327033.00,-23640.00,-330329.00
2023-08-10,-0.74,-0.06,8.82,0.05,1.65,6.99,1.75,1.60,0.66,10.73,2.45,5.55,14.70,11.70,8.60,3375.00,7095.00,73.15,1166.00,3391.00,1807.00,1403.00,249.38,160.22,104927.00,2973.00,-748764.00,18664.00,324119.00,1590887.00,449742.00,325925.00,71833.00,704158.00,155267.00,493761.00
2023-08-11,-0.51,-0.43,6.83,0.41,1.46,13.96,3.87,1.32,0.40,3.90,2.56,5.74,15.30,11.56,8.90,3048.00,5876.00,562.30,1031.00,6509.00,3851.00,1156.00,389.91,1990.36,208111.00,71372.00,-446612.00,1878916.00,3108198.00,29706793.00,15595721.00,4175303.00,1364002.00,4887179.00,929888.00,2516048.00
2023-08-12,-0.42,0.00,5.56,0.34,1.41,13.36,2.35,2.14,0.26,9.42,1.30,2.33,14.30,11.97,10.30,2217.00,5027.00,467.20,998.10,6529.00,2431.00,1874.00,373.69,292.79,92299.00,3.82,-381039.00,131279.00,411544.00,4087070.00,740601.00,586299.00,94673.00,2540076.00,324402.00,530824.00
2023-08-13,-0.30,-0.14,4.74,0.35,1.87,14.79,2.10,1.89,0.17,9.21,0.53,2.58,14.70,12.59,10.10,2056.00,4487.00,479.10,1325.00,6986.00,2091.00,1655.00,374.22,244.93,46362.00,1924.00,-444368.00,122744.00,497608.00,3678936.00,695976.00,594180.00,45541.00,1527365.00,112990.00,592288.00
2023-08-14,-0.24,-0.07,4.00,0.24,1.74,14.58,1.98,2.35,0.23,6.58,1.87,6.31,15.70,11.07,6.90,1686.00,4000.00,331.00,1229.00,6649.00,2013.00,2058.00,342.41,244.37,47711.00,18295.00,-502403.00,77832.00,425164.00,3741850.00,558829.00,645364.00,62140.00,1482843.00,285949.00,963824.00
2023-08-15,-0.42,-1.10,1.91,0.10,1.47,11.64,1.85,0.96,0.36,12.97,2.73,8.00,17.60,11.87,4.20,763.30,1742.00,133.90,1043.00,5556.00,1567.00,836.50,228.03,295.17,30670.00,45099.00,-506481.00,243394.00,385796.00,4061047.00,1769334.00,540268.00,247953.00,1934884.00,61794.00,329131.00
2023-08-16,-0.41,-0.71,5.16,0.00,1.47,9.91,2.01,1.01,0.31,12.47,2.03,5.99,19.00,14.11,11.70,1733.00,4274.00,2.62,1039.00,4767.00,1670.00,884.10,237.59,116.02,24099.00,93975.00,-363436.00,416.80,192328.00,1496910.00,305156.00,178540.00,53754.00,1246788.00,843.90,-23863.00
2023-08-17,-0.41,-4.50,4.87,0.00,1.91,6.65,1.18,0.56,0.30,27.63,1.10,3.47,16.10,12.60,9.10,1724.00,3855.00,0.34,1351.00,3249.00,892.20,491.70,139.82,50.00,13021.00,39499.00,-92171.00,44.26,75613.00,527930.00,31278.00,56783.00,18335.00,778307.00,6739.00,-21274.00
2023-08-18,-0.29,-5.29,0.59,0.00,2.30,2.64,0.57,0.00,0.23,33.97,1.42,6.82,14.60,12.11,10.40,128.70,419.20,0.00,1628.00,1249.00,452.10,0.00,69.44,14.05,-12059.00,-99075.00,-56876.00,0.00,34529.00,171029.00,39984.00,0.00,12294.00,153587.00,-64475.00,-349203.00
2023-08-19,-0.36,-0.44,6.58,0.00,1.32,3.25,0.64,0.61,0.08,20.84,1.58,3.89,15.30,13.22,11.40,1635.00,5043.00,0.00,935.90,1538.00,491.50,532.50,108.60,29.69,-2601.00,-2253.00,-229319.00,0.00,-10489.00,245927.00,47230.00,69382.00,4178.00,194310.00,-16447.00,-64055.00
2023-08-20,-0.20,0.00,13.10,0.00,0.00,8.91,1.65,1.09,0.18,4.56,2.23,4.38,15.20,13.44,11.90,4761.00,11409.00,0.48,0.00,4118.00,1427.00,953.00,282.46,79.37,5816.00,-122.30,-731836.00,29.43,0.00,709068.00,274204.00,187028.00,18802.00,206897.00,-19682.00,-76344.00
2023-08-21,-0.33,-1.82,8.89,0.00,1.01,6.15,1.10,1.14,0.31,13.96,2.17,6.31,18.70,14.52,10.90,2862.00,7378.00,1.24,717.20,2913.00,926.10,997.90,172.78,69.03,9088.00,2373.00,-317702.00,176.80,39973.00,580448.00,92669.00,130954.00,35716.00,611831.00,-19050.00,-15254.00
2023-08-22,-1.18,-5.55,3.69,0.00,2.75,6.53,1.40,1.51,0.97,19.85,2.59,7.67,14.60,11.29,6.50,1679.00,3135.00,3.00,1946.00,3189.00,1116.00,1324.00,175.11,89.56,48715.00,75414.00,-388416.00,357.10,318476.00,842171.00,152210.00,162286.00,69468.00,919730.00,85368.00,236360.00
2023-08-23,-0.41,0.00,13.91,0.00,1.87,11.26,1.31,1.30,0.32,4.30,2.74,5.44,14.70,10.26,6.80,5499.00,11624.00,5.59,1322.00,5510.00,1112.00,1135.00,318.33,135.08,25128.00,0.00,-1171332.00,820.90,263647.00,1700238.00,239879.00,259488.00,52285.00,470508.00,134269.00,192493.00
2023-08-24,-1.02,-2.54,6.49,0.01,3.00,8.17,1.09,1.41,1.04,11.60,2.52,8.69,19.70,13.51,6.00,2234.00,5526.00,10.08,2127.00,3989.00,850.40,1232.00,218.76,86.69,10226.00,-67006.00,-566901.00,-183.20,243881.00,862752.00,128910.00,82632.00,43666.00,663401.00,-14069.00,-223121.00
2023-08-25,-0.98,-2.01,4.84,0.00,2.74,9.05,1.09,1.14,0.75,10.99,2.87,7.41,23.00,15.37,10.40,1454.00,3585.00,1.26,1944.00,4331.00,967.30,995.30,228.62,76.35,31021.00,15581.00,-251179.00,131.50,196260.00,755227.00,126653.00,117589.00,33477.00,719862.00,45255.00,53726.00
2023-08-26,-0.28,-2.74,3.13,0.00,1.67,7.76,0.71,0.38,0.13,14.01,1.99,8.12,20.20,13.96,8.20,920.80,2679.00,0.00,1183.00,3775.00,537.10,332.40,167.55,66.75,-2534.00,-64786.00,-264747.00,0.00,58257.00,607655.00,67139.00,42302.00,11240.00,663168.00,-8037.00,-234474.00
2023-08-27,-0.24,-0.78,9.97,0.00,1.47,8.81,0.50,0.94,0.17,4.61,2.56,6.61,16.80,12.50,8.40,3590.00,8644.00,0.00,1041.00,4257.00,399.70,822.80,254.00,81.79,4976.00,-13643.00,-729316.00,0.00,92847.00,791065.00,55227.00,123901.00,18174.00,336289.00,-2163.00,-13632.00
2023-08-28,-0.44,-0.88,9.37,0.00,1.84,12.14,1.20,1.44,0.31,2.23,3.34,8.22,21.30,13.13,6.30,4302.00,8555.00,0.00,1306.00,5840.00,1135.00,1258.00,310.56,145.31,39135.00,8462.00,-1156211.00,0.00,253466.00,1760087.00,223037.00,261840.00,61670.00,312541.00,158319.00,362789.00
2023-08-29,-0.31,-2.37,4.25,0.00,0.46,2.71,1.15,0.03,0.29,23.25,1.61,6.48,25.90,19.28,14.40,734.90,3389.00,3.44,327.60,1286.00,1064.00,30.58,75.33,42.56,-1002.00,-118317.00,-219418.00,318.00,-637.30,194898.00,59966.00,3003.00,17331.00,672871.00,-37684.00,-245275.00
2023-08-30,-0.54,-2.18,3.19,0.10,1.20,6.75,2.11,0.86,0.48,17.50,1.84,7.19,16.00,13.67,10.50,569.50,2446.00,152.80,852.70,3178.00,1814.00,753.50,177.45,455.32,29602.00,-14074.00,-135676.00,333503.00,107850.00,3091665.00,4081728.00,536466.00,452424.00,4633804.00,154298.00,285002.00
2023-08-31,-0.36,-0.41,7.02,0.01,1.45,9.87,1.71,0.79,0.38,10.50,2.51,6.47,15.70,12.45,9.80,2531.00,5119.00,18.02,1027.00,4948.00,1623.00,691.00,246.47,80.26,8488.00,785.30,-436348.00,4322.00,122354.00,790503.00,242328.00,104898.00,43767.00,671305.00,67387.00,178997.00
2023-09-01,-0.43,0.00,10.34,0.00,1.75,12.24,1.45,1.11,0.28,2.97,2.97,6.11,16.70,12.60,10.20,4004.00,9156.00,0.00,1237.00,5904.00,1092.00,968.20,318.61,128.78,24859.00,0.00,-875343.00,0.00,263323.00,1635341.00,288705.00,215289.00,49621.00,433248.00,153641.00,280062.00
2023-09-02,-0.24,-1.08,4.67,0.00,1.45,6.03,1.50,0.74,0.17,9.59,2.89,8.84,21.50,14.55,6.40,1252.00,4393.00,0.16,1030.00,2755.00,1247.00,650.30,181.98,104.72,4180.00,-35661.00,-497350.00,18.68,155707.00,767873.00,195733.00,130275.00,26618.00,859568.00,6004.00,-101657.00
2023-09-03,-0.25,-4.64,0.05,0.00,1.00,0.58,0.72,0.00,0.05,26.07,0.93,9.38,23.90,19.67,14.40,2.12,37.68,4.47,711.70,275.40,682.00,0.00,43.20,1.53,-39363.00,-265271.00,-1027.00,210.30,-45830.00,31396.00,-34303.00,0.00,865.10,-150509.00,-56736.00,-1895046.00
2023-09-04,-0.36,-3.66,3.20,0.02,0.59,3.41,1.99,0.90,0.38,22.10,1.21,7.88,21.40,14.61,10.50,1226.00,2397.00,26.43,421.20,1500.00,1665.00,786.60,114.32,60.24,-10929.00,-136572.00,-340151.00,3671.00,-7416.00,574742.00,240941.00,181995.00,29663.00,15772.00,-26775.00,-314799.00
2023-09-05,-0.38,-3.76,3.59,0.00,0.83,8.87,0.84,1.05,0.31,14.30,2.76,9.12,16.10,12.39,9.20,1483.00,2884.00,0.00,585.60,4156.00,671.40,916.20,166.25,75.22,-5417.00,-35050.00,-425298.00,0.04,134096.00,782386.00,70798.00,190719.00,22205.00,460026.00,-78139.00,-278920.00
2023-09-06,-0.42,-3.67,3.16,0.01,1.03,2.68,1.14,0.19,0.21,22.49,1.86,9.71,23.50,17.16,9.80,636.60,2468.00,13.84,733.30,1313.00,901.50,163.90,79.49,16.30,-22727.00,-296782.00,-104172.00,1621.00,2933.00,60592.00,21192.00,15698.00,8932.00,-70768.00,-111511.00,-1036776.00
2023-09-07,-0.24,-1.15,2.55,0.02,1.02,1.38,1.42,0.00,0.19,28.91,1.07,5.64,20.80,13.37,8.70,187.10,1544.00,26.95,724.10,653.20,1121.00,0.00,63.68,-22.77,-9638.00,-98356.00,71369.00,-133.90,-27815.00,-34859.00,-30466.00,0.00,-3499.00,-682786.00,-75467.00,-349199.00
2023-09-08,-0.38,-2.10,3.66,0.03,1.21,2.69,1.19,0.82,0.26,26.20,1.71,7.57,12.90,10.32,6.20,993.10,2461.00,36.15,856.00,1276.00,1069.00,720.20,94.95,58.86,-14424.00,-32142.00,-222634.00,9010.00,65436.00,314675.00,69211.00,91488.00,28044.00,1107335.00,9886.00,-330176.00
2023-09-09,-0.35,-0.29,9.44,0.00,1.34,6.58,1.85,0.82,0.34,7.46,3.18,8.13,15.00,9.47,3.80,3132.00,7116.00,0.00,949.40,3111.00,1791.00,714.30,221.21,83.59,2592.00,-829.30,-363142.00,0.00,108471.00,696589.00,191497.00,118256.00,40646.00,620443.00,-76041.00,-263599.00
2023-09-10,-0.24,-1.84,4.91,0.00,1.66,6.15,0.58,0.66,0.10,9.34,3.61,9.42,19.00,12.24,4.60,1335.00,4541.00,0.00,1174.00,2849.00,466.10,575.40,160.66,74.40,3980.00,7162.00,-358176.00,0.00,140847.00,518334.00,61785.00,94022.00,12536.00,580710.00,44860.00,179907.00
2023-09-11,-0.34,-2.01,3.92,0.00,1.33,7.90,1.30,0.83,0.28,8.95,3.77,9.81,21.70,16.02,10.40,1367.00,3563.00,1.04,943.40,3628.00,972.80,727.20,183.55,115.28,12227.00,46334.00,-470413.00,106.90,165695.00,934821.00,248173.00,167226.00,36682.00,787814.00,148480.00,398893.00
2023-09-12,-0.33,-0.45,7.45,0.00,1.14,6.73,1.22,0.54,0.13,6.69,2.74,9.60,23.50,17.45,10.90,2618.00,6269.00,0.00,807.60,3112.00,993.60,471.00,187.03,105.82,11155.00,-25541.00,-676976.00,0.00,93999.00,874281.00,152574.00,91492.00,14927.00,535876.00,-75985.00,-401744.00
2023-09-13,-1.14,-2.74,5.50,0.00,1.44,6.07,0.69,0.48,0.93,10.65,3.44,9.41,27.20,18.86,9.60,1575.00,5014.00,0.96,1018.00,2786.00,564.80,420.40,144.67,101.96,51630.00,2299.00,-473919.00,148.40,141624.00,792071.00,59020.00,65160.00,48045.00,786186.00,26565.00,30813.00
2023-09-14,-0.94,-8.76,0.96,0.00,1.00,0.50,0.68,0.00,0.80,32.74,1.11,8.39,28.80,22.48,13.50,90.31,525.40,0.54,705.70,235.40,645.50,0.00,35.11,-14.14,-40733.00,-254444.00,-9994.00,0.49,-21683.00,11124.00,-15883.00,0.00,-32224.00,-571744.00,-43733.00,-449952.00
2023-09-15,-0.56,-1.70,8.73,0.00,0.94,6.03,0.92,0.46,0.33,6.50,2.58,10.06,20.80,15.34,11.40,2932.00,6436.00,0.67,666.80,2818.00,822.00,405.80,169.35,82.56,19166.00,-92107.00,-432640.00,30.31,86052.00,614045.00,96904.00,52131.00,36989.00,171367.00,-29902.00,-350515.00
