date,Battery (Charging) -  GWh,Pumps -  GWh,Coal (Brown) -  GWh,Coal (Black) -  GWh,Bioenergy (Biogas) -  GWh,Bioenergy (Biomass) -  GWh,Distillate -  GWh,Gas (Steam) -  GWh,Gas (CCGT) -  GWh,Gas (OCGT) -  GWh,Gas (Reciprocating) -  GWh,Gas (Waste Coal Mine) -  GWh,Battery (Discharging) -  GWh,Hydro -  GWh,Wind -  GWh,Solar (Utility) -  GWh,Solar (Rooftop) -  GWh,Coal (Brown) Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biogas) Emissions Vol - tCO₂e,Bioenergy (Biomass) Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (Steam) Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Reciprocating) Emissions Vol - tCO₂e,Gas (Waste Coal Mine) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Volume Weighted Price - AUD/MWh,Battery (Charging) Market Value - AUD,Pumps Market Value - AUD,Coal (Brown) Market Value - AUD,Coal (Black) Market Value - AUD,Bioenergy (Biogas) Market Value - AUD,Bioenergy (Biomass) Market Value - AUD,Distillate Market Value - AUD,Gas (Steam) Market Value - AUD,Gas (CCGT) Market Value - AUD,Gas (OCGT) Market Value - AUD,Gas (Reciprocating) Market Value - AUD,Gas (Waste Coal Mine) Market Value - AUD,Battery (Discharging) Market Value - AUD,Hydro Market Value - AUD,Wind Market Value - AUD,Solar (Utility) Market Value - AUD,Solar (Rooftop) Market Value - AUD
2023-10-31,-1.48,-3.57,67.56,209.90,0.59,1.21,0.00,1.11,13.36,1.49,0.58,1.33,1.32,36.02,93.01,52.92,96.54,80905.00,190800.00,10.58,234.00,3.75,783.40,8189.00,1038.00,504.40,926.20,495.55,46.67,-45499.00,-110746.00,1576009.00,13304721.00,25304.00,71097.00,-89.64,19523.00,1154040.00,219025.00,63785.00,70026.00,99143.00,2914841.00,2840374.00,-243150.00,-2495792.00
2023-11-01,-1.51,-2.06,81.85,217.80,0.59,1.25,0.00,1.21,14.70,1.52,0.30,1.20,0.97,42.93,57.14,54.00,82.60,97734.00,198585.00,10.57,241.90,0.39,859.10,9242.00,1071.00,263.10,845.40,557.00,60.08,22364.00,43508.00,4323211.00,14423469.00,34667.00,74249.00,12.15,49683.00,1023448.00,164774.00,31882.00,67044.00,118103.00,3509730.00,3384686.00,1133693.00,1357511.00
2023-11-02,-1.21,-3.49,77.13,216.30,0.59,1.10,0.00,1.21,13.44,1.96,0.31,1.11,1.14,45.53,58.25,52.26,88.02,91517.00,196980.00,10.71,213.00,0.61,854.70,7849.00,1415.00,272.40,793.50,541.68,61.81,15229.00,-29022.00,4883467.00,13332118.00,33333.00,57283.00,24.19,89752.00,1102249.00,213745.00,35184.00,53181.00,137289.00,3597354.00,4024764.00,1014498.00,1233862.00
2023-11-03,-1.80,-1.17,82.76,221.90,0.53,1.29,0.00,1.69,7.64,0.06,0.00,1.19,1.71,32.99,82.06,50.40,70.75,97911.00,201867.00,9.56,249.10,0.46,1200.00,4619.00,57.15,0.00,852.10,555.73,46.74,-35443.00,40168.00,1817243.00,13011435.00,30748.00,73402.00,-6.04,15996.00,478335.00,1065.00,0.00,67929.00,17966.00,1738143.00,3443741.00,1778243.00,812848.00
2023-11-04,-1.50,-3.46,70.36,203.50,0.29,1.10,0.12,1.98,2.78,0.06,0.00,1.15,0.95,28.02,94.80,47.83,71.89,83362.00,184313.00,5.20,209.60,88.25,1401.00,1704.00,68.66,0.00,822.50,523.17,28.40,-95242.00,12259.00,-1562255.00,9551601.00,16360.00,41678.00,6575.00,-62035.00,102495.00,-3042.00,0.00,43058.00,19874.00,993201.00,1590428.00,1190478.00,-2055952.00
2023-11-05,-1.10,-3.25,73.61,211.80,0.30,0.92,0.23,1.68,5.29,0.20,0.00,1.09,1.08,29.90,78.56,42.56,67.15,87157.00,191903.00,5.49,166.20,164.40,1187.00,2897.00,195.60,0.00,778.80,557.72,38.58,-109739.00,130060.00,-1248181.00,11845389.00,16159.00,50007.00,13562.00,-82013.00,312786.00,14114.00,0.00,59070.00,45823.00,1354072.00,2753947.00,1420008.00,-2486259.00
2023-11-06,-1.25,-1.17,81.65,218.50,0.20,0.91,0.00,0.99,11.59,1.91,0.20,1.03,0.87,33.54,70.10,50.31,76.33,96400.00,197966.00,3.54,164.50,0.67,698.30,6786.00,1419.00,173.10,736.60,557.72,51.78,-32466.00,57727.00,1822007.00,13947755.00,13013.00,54167.00,20.30,22333.00,866314.00,133441.00,22647.00,60015.00,71159.00,1983992.00,2857149.00,2097931.00,941866.00
2023-11-07,-1.42,-4.13,87.29,205.40,0.43,0.84,0.00,1.12,14.04,3.48,0.23,1.20,0.99,35.85,60.39,51.07,91.42,103470.00,186184.00,7.75,152.30,4.33,790.50,7865.00,2604.00,202.60,858.30,551.13,53.75,-2678.00,47320.00,3130635.00,12674100.00,28104.00,48848.00,673.20,69216.00,1235342.00,315205.00,20910.00,64682.00,93560.00,2302466.00,3185907.00,900542.00,691098.00
2023-11-08,-1.60,-2.88,91.44,208.60,0.59,0.84,0.14,1.26,16.76,7.18,0.56,1.20,1.25,41.66,54.40,51.34,87.41,109008.00,189040.00,10.70,155.40,103.20,893.60,9532.00,5248.00,489.00,855.70,562.95,98.73,41080.00,47107.00,4799916.00,24141222.00,76671.00,66586.00,38240.00,97043.00,2449167.00,1189551.00,66437.00,106452.00,192852.00,5291387.00,4016715.00,2967083.00,3648848.00
2023-11-09,-1.59,-3.86,87.70,207.40,0.63,0.38,0.48,1.68,20.77,13.37,0.74,1.10,1.21,58.66,32.89,53.48,83.86,104877.00,188091.00,11.26,68.98,442.60,1187.00,11348.00,9858.00,647.00,791.10,567.76,147.40,117844.00,-18261.00,8596336.00,27913915.00,122030.00,35817.00,267124.00,1218253.00,4251891.00,4387553.00,782470.00,84053.00,557295.00,8281553.00,5705635.00,4898804.00,5559211.00
2023-11-10,-1.83,-7.36,84.94,204.60,0.27,1.13,0.00,2.94,18.32,7.57,0.77,1.14,1.89,47.87,61.92,65.10,93.71,101663.00,185608.00,4.80,218.30,3.42,2086.00,9959.00,5314.00,670.10,816.50,525.48,78.78,4359.00,162279.00,5780820.00,17740480.00,22539.00,80701.00,144.00,296354.00,1880563.00,1260190.00,126897.00,75959.00,266761.00,4807510.00,3819897.00,2112208.00,2254863.00
2023-11-11,-1.92,-7.24,71.22,188.70,0.11,1.15,0.06,1.69,13.72,4.61,0.00,1.09,1.24,30.19,93.72,53.11,90.13,85478.00,170804.00,2.00,222.10,45.45,1197.00,7786.00,3332.00,0.00,780.00,497.89,86.36,-48451.00,-222609.00,187728.00,24410037.00,12407.00,117982.00,10337.00,-23732.00,2158781.00,1375405.00,0.00,97663.00,323420.00,4928397.00,2640991.00,2076574.00,-1859059.00
2023-11-12,-1.76,-6.33,72.06,179.90,0.28,1.10,0.08,1.40,16.27,5.79,0.00,1.08,1.14,31.83,83.66,44.25,92.50,86342.00,162909.00,5.12,215.70,67.99,991.10,9154.00,4181.00,0.00,775.00,505.76,99.95,-108392.00,-257258.00,815178.00,25724328.00,38630.00,134435.00,28101.00,-24966.00,2733242.00,2288727.00,0.00,103555.00,362467.00,5194989.00,3871077.00,1256712.00,-4585628.00
2023-11-13,-1.78,-4.09,77.62,198.80,0.77,1.19,0.00,0.79,20.23,11.08,0.10,1.09,1.45,41.56,50.39,66.34,95.32,92761.00,180281.00,13.93,230.70,3.85,560.00,11084.00,7933.00,84.82,782.80,523.72,83.56,33526.00,-36012.00,4771185.00,18411330.00,82704.00,82251.00,384.70,27628.00,2394736.00,1643451.00,10934.00,72544.00,163647.00,4324394.00,4065923.00,2464623.00,1132060.00
2023-11-14,-1.51,-4.06,88.90,208.60,0.82,1.24,0.20,0.50,25.65,21.20,0.54,0.90,1.53,59.67,33.75,54.14,77.61,105931.00,189245.00,14.75,239.60,201.20,355.90,12608.00,14712.00,475.00,644.30,569.49,124.41,117280.00,-30906.00,9755186.00,27073147.00,129238.00,122102.00,46315.00,69890.00,3790585.00,4022588.00,73816.00,85234.00,281858.00,7724525.00,3837217.00,3334693.00,3976585.00
2023-11-15,-1.98,-4.23,81.39,216.30,0.71,1.14,0.14,1.27,27.81,16.89,0.51,0.95,1.33,48.98,35.63,60.75,92.55,97206.00,196221.00,12.78,222.40,134.30,899.60,13370.00,12043.00,444.80,682.40,553.72,112.51,37929.00,102247.00,6673447.00,27146006.00,101096.00,127446.00,29530.00,117403.00,3989631.00,2804396.00,84827.00,104436.00,189828.00,5802677.00,4073256.00,3236416.00,2321791.00
2023-11-16,-1.56,-3.11,71.27,222.00,0.88,1.20,1.07,2.36,29.69,13.44,1.01,1.02,1.32,44.76,71.12,52.02,84.79,84705.00,201515.00,15.85,234.30,1008.00,1675.00,16081.00,9651.00,887.10,729.50,533.47,152.43,18187.00,149372.00,4114056.00,42210273.00,162420.00,216911.00,461695.00,164188.00,6683429.00,4629723.00,118371.00,181891.00,343867.00,8314299.00,6029117.00,4026276.00,3153173.00
2023-11-17,-1.77,-6.31,74.44,220.00,0.51,1.27,0.00,1.37,21.43,8.48,0.78,1.07,1.53,34.58,61.59,64.06,89.00,88594.00,199782.00,9.13,247.20,3.89,967.60,12635.00,5696.00,680.60,764.30,540.85,77.36,26408.00,304276.00,3667812.00,20595311.00,43242.00,107892.00,33.95,71544.00,2125124.00,702610.00,60230.00,89802.00,148487.00,3121295.00,4221595.00,3001196.00,1954400.00
2023-11-18,-1.64,-9.00,78.15,199.70,0.10,0.94,0.00,1.35,11.55,6.07,0.63,1.31,1.38,35.62,41.72,54.17,98.83,93476.00,181243.00,1.83,187.30,0.00,956.20,6003.00,3975.00,554.00,923.00,551.61,60.20,-53146.00,-124822.00,3810690.00,13240372.00,6350.00,29030.00,0.00,78515.00,998300.00,515014.00,82123.00,58945.00,152931.00,3195109.00,3175211.00,14114.00,-2013751.00
2023-11-19,-1.63,-6.13,78.87,202.60,0.11,0.84,0.00,1.05,16.05,4.30,0.45,1.38,1.38,33.73,43.86,48.20,96.14,94316.00,183982.00,2.00,167.80,0.00,746.00,9135.00,3156.00,395.40,969.90,561.91,75.01,-77017.00,-34387.00,3208528.00,17996759.00,9086.00,57816.00,0.00,30858.00,1825495.00,651687.00,44566.00,88001.00,176241.00,3435879.00,3249175.00,897830.00,-688910.00
2023-11-20,-1.74,-0.11,88.10,243.90,0.21,1.21,0.00,1.23,26.19,6.55,1.22,1.16,1.21,44.32,54.04,37.05,54.42,105279.00,221565.00,3.85,234.40,0.00,868.90,13887.00,4673.00,1068.00,827.40,623.33,110.87,103302.00,9850.00,8518950.00,27862724.00,24710.00,133735.00,0.00,127244.00,3240587.00,928073.00,172227.00,125778.00,173630.00,5407777.00,5709734.00,3256912.00,4223421.00
2023-11-21,-1.52,-3.52,86.33,225.90,0.10,1.25,0.00,1.34,25.31,5.85,0.31,1.11,1.25,38.80,59.74,49.06,73.67,103264.00,205054.00,1.83,242.80,1.77,952.00,13532.00,4296.00,270.70,792.60,581.28,93.60,44763.00,171662.00,5358535.00,24423082.00,11056.00,126412.00,387.60,68190.00,3102443.00,960057.00,37180.00,109642.00,172589.00,4509726.00,4132206.00,2377382.00,2485995.00
2023-11-22,-1.68,-1.33,76.32,226.50,0.10,1.23,0.01,1.75,18.54,2.79,0.39,1.10,1.42,30.17,85.92,43.78,81.68,91412.00,205449.00,1.82,241.40,5.07,1243.00,10130.00,2026.00,337.60,789.50,547.99,65.05,-1021.00,81795.00,2090394.00,18226966.00,8036.00,98800.00,299.20,20334.00,1582884.00,261644.00,39791.00,86369.00,126848.00,2230284.00,4038324.00,2318129.00,1572370.00
2023-11-23,-1.39,-1.81,92.33,226.50,0.10,1.17,0.02,1.75,13.99,0.69,0.00,0.97,0.67,29.01,98.29,35.00,68.37,110077.00,206256.00,1.82,228.10,11.04,1242.00,7801.00,510.50,0.00,695.60,577.77,64.18,38146.00,91267.00,4598376.00,15924957.00,6959.00,80934.00,702.70,80340.00,1006423.00,50651.00,0.00,68536.00,47422.00,2278688.00,5767883.00,1701843.00,2746964.00
2023-11-24,-1.31,-1.65,89.49,237.40,0.10,1.27,0.00,1.41,19.85,3.07,0.44,1.05,1.10,35.03,75.89,33.18,60.58,106831.00,216166.00,1.78,246.60,0.00,998.20,11028.00,2196.00,385.50,751.00,608.02,77.90,54506.00,50337.00,6122684.00,19115395.00,8669.00,87305.00,0.00,85975.00,1586466.00,321355.00,43474.00,70949.00,102656.00,3188512.00,5301806.00,2133004.00,3689237.00
2023-11-25,-1.37,-0.68,78.21,240.50,0.21,1.25,0.00,1.20,17.59,0.30,0.59,1.02,1.19,30.49,54.00,36.86,54.14,93445.00,219180.00,3.77,243.50,0.00,851.50,10683.00,282.10,513.00,732.10,632.26,60.66,-5915.00,42136.00,2925483.00,17437794.00,14304.00,87509.00,0.00,28524.00,1263184.00,-11673.00,43012.00,71671.00,93794.00,1983029.00,2027530.00,1518850.00,857473.00
2023-11-26,-1.38,-4.03,74.63,212.60,0.11,1.16,0.00,1.01,11.39,0.53,0.28,1.13,1.19,23.20,71.43,47.83,74.21,89189.00,193126.00,1.92,225.80,0.00,716.80,7770.00,496.90,241.30,806.50,567.80,43.38,-27550.00,13006.00,1566523.00,12139205.00,4387.00,63486.00,0.00,14292.00,911852.00,878.90,20228.00,61491.00,99200.00,1293487.00,2173886.00,585266.00,-10733.00
2023-11-27,-1.39,-1.02,88.15,236.60,0.10,0.90,0.01,0.74,11.75,2.23,0.00,1.19,0.70,26.92,70.48,51.48,82.67,105363.00,215785.00,1.83,163.00,5.23,523.20,8220.00,1687.00,0.00,851.80,581.96,52.07,-6782.00,36576.00,2461138.00,14746016.00,5948.00,56753.00,226.00,-5438.00,822537.00,133768.00,0.00,74471.00,37404.00,1712734.00,2496619.00,2368362.00,2599894.00
2023-11-28,-0.64,-0.13,99.83,255.80,0.10,1.12,0.07,0.58,12.91,1.67,0.00,1.13,0.77,32.83,75.34,29.52,45.42,118172.00,234737.00,1.79,215.40,110.70,413.90,7752.00,1414.00,0.00,806.60,653.63,71.73,64491.00,6193.00,5492450.00,18254115.00,6778.00,80763.00,6471.00,92902.00,957549.00,288080.00,0.00,81493.00,72563.00,2586841.00,5806712.00,2245612.00,6561927.00
2023-11-29,-1.34,-1.58,78.38,233.60,0.10,1.17,0.07,0.80,7.50,1.53,0.00,1.11,0.57,24.51,117.20,40.68,65.24,93527.00,214236.00,1.83,227.70,99.14,569.10,4013.00,1222.00,0.00,794.40,552.53,31.36,-24506.00,-28940.00,-56476.00,11216670.00,4778.00,52817.00,231.70,-17944.00,400973.00,45539.00,0.00,47638.00,18612.00,1036410.00,851161.00,661471.00,77724.00
2023-11-30,-0.97,-3.46,80.68,218.30,0.10,1.14,0.06,0.68,10.83,2.87,0.00,1.18,0.83,25.32,105.40,54.17,87.22,96436.00,199466.00,1.80,220.80,96.54,483.90,5603.00,2095.00,0.00,840.90,522.36,29.68,-18228.00,-76963.00,-31347.00,10074872.00,3335.00,53720.00,2443.00,-5452.00,815478.00,232795.00,0.00,50632.00,47489.00,1265359.00,873214.00,-143176.00,-906589.00
2023-12-01,-1.05,-2.28,90.12,243.00,0.14,1.11,0.00,0.98,10.46,2.28,0.00,1.09,1.07,35.26,65.16,53.15,85.02,107644.00,222653.00,2.52,214.00,0.00,697.40,5437.00,1662.00,0.00,777.30,579.12,63.06,-310.80,82224.00,2546866.00,19226513.00,9785.00,87349.00,0.00,20446.00,1054022.00,279504.00,0.00,86820.00,82209.00,2312598.00,2466882.00,2296932.00,2318290.00
2023-12-02,-1.42,-3.65,89.12,228.60,0.34,1.21,0.00,1.11,9.60,2.67,0.00,0.69,0.89,32.04,62.30,52.91,71.80,106337.00,209724.00,6.18,232.80,0.00,785.60,4962.00,1949.00,0.00,493.70,591.89,58.53,8422.00,68247.00,2364440.00,17330116.00,21665.00,89073.00,0.00,29370.00,862511.00,413580.00,0.00,51443.00,72980.00,2104103.00,2078554.00,1470138.00,1448402.00
2023-12-03,-1.49,-7.82,85.32,222.20,0.35,0.38,0.00,1.19,11.45,3.75,0.23,0.99,1.25,33.29,32.86,56.04,101.60,101846.00,203920.00,6.23,67.74,0.00,840.20,5870.00,2756.00,202.90,709.00,583.88,54.47,-44359.00,-189024.00,2026987.00,15500582.00,10978.00,26433.00,0.00,35660.00,1306796.00,596381.00,23454.00,83266.00,110565.00,2475056.00,1426154.00,-377420.00,-2958865.00
2023-12-04,-1.49,-3.25,88.66,239.30,0.48,0.43,0.03,2.67,12.89,2.96,0.38,1.29,1.09,38.85,53.28,68.48,97.87,105868.00,219251.00,8.58,88.00,51.86,1686.00,6653.00,2097.00,329.30,919.50,557.94,74.36,-12187.00,118453.00,4171266.00,21694696.00,38676.00,37296.00,4660.00,227389.00,1517831.00,383840.00,50390.00,116640.00,144554.00,3709679.00,2555621.00,2671662.00,1599877.00
2023-12-05,-1.54,-3.41,92.91,244.40,0.66,0.77,0.04,1.23,15.29,3.31,0.25,1.58,1.09,42.68,65.67,59.13,87.03,111058.00,224069.00,11.91,154.80,56.37,872.00,8708.00,2318.00,219.50,1095.00,570.40,104.02,69124.00,97700.00,6640945.00,29075174.00,70617.00,85411.00,5189.00,97150.00,2196457.00,916795.00,23170.00,166608.00,218173.00,5518244.00,5432404.00,3131531.00,4502811.00
2023-12-06,-1.15,-3.26,82.65,242.50,0.65,0.69,0.07,1.52,19.61,4.33,0.47,1.53,1.05,38.79,51.27,67.07,107.20,98273.00,222209.00,11.76,141.00,74.62,1074.00,10903.00,2950.00,408.60,1069.00,548.16,77.80,38082.00,41327.00,5608654.00,20621631.00,48711.00,48554.00,9623.00,111019.00,2292878.00,650110.00,63573.00,119897.00,141339.00,3548511.00,3867457.00,2211358.00,3036895.00
2023-12-07,-0.85,-3.38,83.33,262.40,0.66,0.09,0.07,1.80,18.99,5.64,1.04,1.55,0.83,45.19,51.81,53.27,89.52,98646.00,240325.00,11.89,19.98,65.95,1274.00,10877.00,4045.00,908.70,1076.00,583.79,108.07,58520.00,79014.00,9370682.00,27678196.00,69101.00,8180.00,9841.00,228451.00,2635966.00,1081158.00,156557.00,146556.00,135047.00,5689524.00,5559526.00,3415683.00,6305988.00
2023-12-08,-1.82,-3.63,81.43,265.00,0.67,0.31,0.02,4.25,22.67,8.68,1.09,1.10,1.22,46.52,95.97,49.42,82.67,96538.00,242715.00,11.97,72.10,29.16,2686.00,12433.00,6088.00,954.80,749.90,552.61,139.46,486855.00,102009.00,5775905.00,33468635.00,116884.00,20464.00,105972.00,956284.00,3862087.00,2612371.00,250175.00,62660.00,406238.00,7185804.00,13651470.00,7462428.00,7787064.00
2023-12-09,-1.36,-3.68,83.34,258.90,0.67,0.32,0.00,1.09,16.45,4.16,0.02,1.43,1.11,38.46,88.55,54.90,68.93,98781.00,237354.00,12.09,74.10,0.00,774.00,9027.00,3121.00,13.17,989.60,570.94,62.60,27893.00,36306.00,4579666.00,17016330.00,48361.00,14401.00,0.00,66675.00,1363681.00,472698.00,1071.00,62759.00,89510.00,2885268.00,4820434.00,2042456.00,2460941.00
2023-12-10,-1.42,-6.33,72.36,225.80,0.89,0.30,0.00,0.99,5.80,0.79,0.00,1.47,0.70,25.26,114.90,51.09,68.92,86182.00,207216.00,15.99,68.42,0.00,700.20,3216.00,735.50,0.00,1016.00,532.76,29.60,-11839.00,-69164.00,1023568.00,8188054.00,34473.00,5887.00,0.00,14848.00,267864.00,16095.00,0.00,32059.00,35032.00,1276256.00,2686844.00,265029.00,-379819.00
2023-12-11,-0.79,-2.12,83.82,253.30,0.90,0.30,0.30,1.77,14.47,6.96,1.14,1.46,1.05,35.78,89.69,51.58,73.96,99230.00,232287.00,16.27,68.09,435.70,1253.00,8061.00,5528.00,996.70,1010.00,568.62,86.56,60134.00,30024.00,6511997.00,21500531.00,84443.00,20297.00,53554.00,182785.00,1629039.00,904623.00,130010.00,103917.00,130052.00,3519021.00,7126915.00,4034791.00,5487677.00
2023-12-12,-1.78,-2.90,78.67,244.50,0.88,0.11,0.00,4.75,24.19,4.58,0.98,1.42,1.35,39.92,69.94,56.89,90.51,93203.00,224036.00,15.79,26.15,0.00,2907.00,12853.00,3046.00,856.10,980.90,550.35,88.10,60603.00,68261.00,6256315.00,21973084.00,81164.00,8589.00,0.00,568901.00,2574837.00,728941.00,129747.00,111967.00,221433.00,4046207.00,5850666.00,3138617.00,4731047.00
2023-12-13,-1.63,-2.62,83.72,258.30,0.82,0.00,0.00,4.24,22.78,6.05,0.25,1.63,1.36,41.80,88.81,55.52,85.13,99112.00,236589.00,14.85,0.00,0.00,2627.00,12044.00,4138.00,216.20,1131.00,550.75,82.45,87769.00,36987.00,7265745.00,20977569.00,68789.00,0.00,0.00,312971.00,2003436.00,647492.00,19801.00,111860.00,142208.00,3918593.00,6962258.00,3134683.00,4855820.00
2023-12-14,-1.74,-1.60,72.58,254.70,0.70,0.00,0.58,1.48,28.19,17.81,0.69,1.59,1.22,38.48,93.17,55.29,88.62,86064.00,233386.00,12.61,0.00,575.70,1045.00,14905.00,12517.00,599.20,1105.00,537.33,92.67,18110.00,40868.00,3413487.00,28441504.00,86076.00,0.00,120767.00,92032.00,3439412.00,2671219.00,93041.00,140288.00,210170.00,4726291.00,5222412.00,3308569.00,3752398.00
2023-12-15,-1.58,-1.88,74.10,263.90,0.65,0.00,0.00,1.22,29.21,6.49,0.00,1.64,1.24,42.01,44.94,62.31,93.62,87922.00,241832.00,11.74,0.00,0.00,863.70,15049.00,4383.00,0.00,1132.00,568.40,80.62,5857.00,120721.00,3949972.00,24925978.00,54860.00,0.00,0.00,52852.00,2948458.00,603414.00,0.00,166463.00,124241.00,3455418.00,2569053.00,3299491.00,2275484.00
2023-12-16,-1.43,-4.71,68.68,239.00,0.60,0.33,0.00,1.13,18.52,3.74,0.00,1.63,1.16,29.25,75.99,55.43,95.78,81946.00,219119.00,10.80,74.91,0.00,800.70,10301.00,2678.00,0.00,1128.00,540.18,62.06,-33329.00,87706.00,1473648.00,19497278.00,37963.00,28779.00,0.00,13878.00,1848641.00,443064.00,0.00,142917.00,103042.00,1889104.00,2283565.00,2351648.00,555254.00
2023-12-17,-1.65,-3.02,69.79,239.70,0.60,0.32,0.19,0.71,20.28,5.34,0.23,1.47,1.25,39.47,35.92,60.95,99.57,82815.00,219758.00,10.84,74.37,191.00,504.10,11863.00,3740.00,197.50,1006.00,560.59,86.02,-21170.00,111939.00,3607972.00,23121047.00,49549.00,30777.00,39072.00,4713.00,2695694.00,911879.00,34988.00,135867.00,157513.00,3277884.00,2945904.00,3470104.00,2904186.00
2023-12-18,-1.58,-2.50,83.47,262.20,0.62,0.33,0.35,3.48,22.47,10.78,0.52,1.28,1.33,45.13,78.02,53.93,74.41,98811.00,240105.00,11.22,77.00,383.10,2085.00,12260.00,7512.00,457.10,875.00,571.67,106.03,79966.00,161390.00,5727462.00,31738443.00,71166.00,39366.00,68069.00,310049.00,3265367.00,1764374.00,46392.00,159427.00,193241.00,4660217.00,6123089.00,4410319.00,6220315.00
2023-12-19,-1.60,-2.85,72.93,262.60,0.66,0.37,0.03,0.98,21.20,4.49,0.00,1.53,1.19,32.38,107.20,46.63,79.23,86529.00,240735.00,11.82,86.18,44.42,697.50,11501.00,3246.00,0.00,1057.00,548.52,68.49,-11955.00,112611.00,1955569.00,22926385.00,49889.00,36636.00,-108.50,-7557.00,2341896.00,587970.00,0.00,145157.00,114799.00,2357441.00,3530894.00,2259522.00,1514632.00
2023-12-20,-1.31,-2.79,65.83,254.20,0.65,0.44,0.01,0.98,8.96,5.04,0.00,1.59,0.62,23.75,100.60,45.06,79.25,78852.00,233102.00,11.76,101.10,7.95,694.90,5671.00,3564.00,0.00,1097.00,554.32,53.90,-34182.00,165146.00,-1214199.00,19936550.00,38150.00,43977.00,-397.10,-18554.00,1131897.00,472856.00,0.00,158266.00,30065.00,1327558.00,1441747.00,2357894.00,82713.00
2023-12-21,-1.43,-1.40,62.11,233.60,0.43,0.12,0.00,0.98,13.59,3.09,0.02,1.60,1.14,23.38,105.30,45.15,75.19,72946.00,213675.00,7.80,27.06,3.28,693.80,7846.00,2336.00,15.66,1106.00,530.58,56.04,-8726.00,120267.00,-15764.00,18772852.00,23237.00,12401.00,-157.50,-9953.00,1389641.00,137436.00,533.40,170825.00,61890.00,1093018.00,2117299.00,2659596.00,4507093.00
2023-12-22,-1.49,-3.45,72.83,224.10,0.34,0.00,0.00,0.98,5.94,2.85,0.01,1.62,1.26,24.84,73.17,50.41,92.94,85512.00,205371.00,6.09,0.00,0.00,696.40,3939.00,2295.00,7.39,1116.00,547.17,35.02,-46380.00,-5182.00,545372.00,10914777.00,11132.00,0.00,0.00,1406.00,403329.00,82621.00,-598.80,85652.00,61377.00,1065761.00,1868481.00,8825.00,-1927213.00
2023-12-23,-1.37,-4.28,79.93,212.40,0.35,0.00,0.00,0.98,6.71,2.91,0.00,1.54,1.36,30.13,57.82,42.93,102.30,94538.00,194660.00,6.32,0.00,0.00,694.70,4494.00,2270.00,0.00,1055.00,557.82,50.08,-42074.00,-119862.00,1472717.00,13777785.00,13833.00,0.00,0.00,23657.00,728523.00,242951.00,0.00,96658.00,113769.00,1729415.00,2342565.00,-238035.00,-1366932.00
2023-12-24,-1.43,-2.71,68.78,219.20,0.34,0.00,0.00,0.98,7.27,0.80,0.00,1.52,0.87,24.79,77.86,49.75,65.67,81352.00,200902.00,6.21,0.00,0.00,694.50,4167.00,716.50,0.00,1048.00,562.37,30.68,-75318.00,82443.00,-637493.00,10676580.00,16056.00,0.00,0.00,-27501.00,371789.00,-20350.00,0.00,72383.00,17321.00,993137.00,171114.00,1423478.00,-1404502.00
2023-12-25,-1.26,-6.24,57.97,192.80,0.35,0.00,0.00,0.98,4.72,1.87,0.00,1.53,0.59,19.58,128.10,31.42,66.46,68556.00,176811.00,6.28,0.00,0.00,694.30,2664.00,1452.00,0.00,1048.00,503.61,14.35,-46573.00,-243990.00,-1285471.00,6921768.00,3435.00,0.00,0.00,-26915.00,398145.00,206718.00,0.00,55776.00,34594.00,789538.00,-1617756.00,-466435.00,-1734473.00
2023-12-26,-0.97,-4.91,66.77,208.90,0.35,0.00,0.00,0.98,6.61,2.46,0.00,1.07,0.91,23.26,89.32,43.97,75.40,78945.00,191604.00,6.33,0.00,3.00,695.20,4458.00,1960.00,0.00,730.80,541.51,34.18,-19466.00,-89863.00,-40567.00,11327367.00,13462.00,0.00,222.00,-1879.00,531869.00,175110.00,0.00,33585.00,59638.00,1122349.00,40622.00,220832.00,-789221.00
2023-12-27,-1.48,-2.17,82.55,229.60,0.35,0.00,0.00,1.09,15.58,5.55,0.14,1.08,1.30,28.26,39.55,59.92,88.06,97695.00,210541.00,6.33,0.00,1.84,775.80,9007.00,4455.00,121.20,738.30,588.55,62.09,-23385.00,-42032.00,3054603.00,17066533.00,20078.00,0.00,142.20,55298.00,1847300.00,719914.00,-6162.00,81883.00,125416.00,2083559.00,1764425.00,862028.00,-191693.00
2023-12-28,-1.52,-3.10,86.95,226.40,0.35,0.00,0.26,1.01,17.67,5.26,0.05,1.18,0.96,29.26,51.72,66.86,94.78,103634.00,207767.00,6.33,0.00,256.30,713.80,10192.00,3913.00,40.53,809.10,566.25,140.23,-4445.00,-31004.00,2025861.00,44370457.00,17736.00,0.00,302935.00,35322.00,6699669.00,4148237.00,2024.00,324055.00,385472.00,3840370.00,2306597.00,1280371.00,-19112.00
