Time,Solar (Rooftop) - MW,Solar (Utility) - MW,Wind - MW,Battery (Discharging) - MW,Gas (Reciprocating) - MW,Gas (OCGT) - MW,Gas (CCGT) - MW,Gas (Steam) - MW,Distillate - MW,Imports - MW,Exports - MW,Battery (Charging) - MW,Temperature - C,Price - AUD/MWh
2019-12-17 21:45,0.00,-0.20,578.89,1.21,148.12,99.11,610.52,418.23,0.02,573.63,0.00,-0.08,33.80,80.08
2019-12-17 21:50,0.00,-0.20,573.34,1.22,123.06,99.18,610.34,394.34,0.02,651.00,0.00,0.00,33.77,80.08
2019-12-17 21:55,0.00,-0.20,572.43,3.29,78.60,99.20,604.87,353.40,0.02,675.15,0.00,-0.06,33.73,80.08
2019-12-17 22:00,0.00,-0.20,579.43,12.12,79.16,99.01,568.14,350.85,0.02,595.92,0.00,-0.07,33.70,67.80
2019-12-17 22:05,0.00,-0.20,579.11,0.08,81.09,99.49,604.83,363.41,0.02,580.86,0.00,-8.55,33.68,67.80
2019-12-17 22:10,0.00,-0.30,574.01,16.10,79.74,99.79,599.04,371.10,0.02,531.32,0.00,-0.07,33.67,67.80
2019-12-17 22:15,0.00,-0.20,570.52,0.65,80.52,99.62,612.40,358.17,0.02,577.22,0.00,-0.09,33.65,67.80
2019-12-17 22:20,0.00,-0.20,577.73,0.00,79.84,99.64,573.89,343.14,0.02,650.32,0.00,-3.44,33.63,67.80
2019-12-17 22:25,0.00,-0.20,584.81,21.26,79.77,99.77,537.14,342.28,0.02,644.65,0.00,-0.12,33.62,67.80
2019-12-17 22:30,0.00,-0.20,598.65,0.64,79.36,99.86,509.15,312.29,0.02,695.59,0.00,-0.01,33.60,69.97
2019-12-17 22:35,0.00,-0.20,618.22,12.50,30.14,99.95,536.15,256.49,0.02,648.54,0.00,-0.02,33.52,69.97
2019-12-17 22:40,0.00,-0.20,639.93,0.00,30.70,99.78,554.54,232.21,0.02,583.87,0.00,-37.88,33.43,69.97
2019-12-17 22:45,0.00,-0.20,673.45,4.80,29.48,99.82,598.10,240.95,0.02,549.87,0.00,-30.21,33.35,69.97
2019-12-17 22:50,0.00,-0.20,727.55,0.00,30.81,99.96,562.59,228.10,0.02,478.00,0.00,-39.07,33.27,69.97
2019-12-17 22:55,0.00,-0.20,752.75,0.00,30.09,100.01,526.31,241.86,0.02,460.61,0.00,-8.78,33.18,69.97
2019-12-17 23:00,0.00,-0.20,796.07,0.47,30.56,100.03,512.21,238.68,0.02,344.90,0.00,-0.30,33.10,54.77
2019-12-17 23:05,0.00,-0.20,799.38,25.36,30.33,99.85,536.54,227.66,0.02,345.35,0.00,-2.03,32.83,54.77
2019-12-17 23:10,0.00,-0.20,799.55,0.00,30.38,100.37,520.21,228.87,0.02,331.11,0.00,-20.01,32.57,54.77
2019-12-17 23:15,0.00,-0.20,793.55,1.23,30.17,100.16,498.69,229.40,0.02,354.13,0.00,-6.73,32.30,54.77
2019-12-17 23:20,0.00,-0.20,800.84,0.00,30.00,99.74,470.81,228.73,0.02,355.06,0.00,-3.51,32.03,54.77
2019-12-17 23:25,0.00,-0.20,805.05,34.61,30.52,99.63,472.86,242.85,0.02,335.88,0.00,-2.09,31.77,54.77
2019-12-17 23:30,0.00,-0.20,812.52,8.14,30.33,99.30,461.13,227.75,0.02,375.74,0.00,-1.97,31.50,64.29
2019-12-17 23:35,0.00,-0.20,815.98,0.05,29.88,85.13,503.18,226.78,0.02,347.58,0.00,-17.80,31.65,64.29
2019-12-17 23:40,0.00,-0.20,833.89,0.07,30.55,0.00,478.53,223.73,0.02,371.07,0.00,-21.90,31.80,64.29
2019-12-17 23:45,0.00,-0.20,850.37,0.30,30.17,0.00,473.08,244.62,0.02,319.91,0.00,-0.03,31.95,64.29
2019-12-17 23:50,0.00,-0.20,876.20,29.60,30.49,0.00,494.97,243.32,0.02,218.01,0.00,-0.08,32.10,64.29
2019-12-17 23:55,0.00,-0.20,893.46,19.40,30.75,0.00,530.22,245.40,0.02,213.46,0.00,0.00,32.25,64.29
2019-12-18 00:00,0.00,-0.20,892.10,0.00,30.72,0.00,568.09,226.90,0.02,306.10,0.00,-20.50,32.40,64.45
2019-12-18 00:05,0.00,-0.20,917.50,0.00,30.29,0.00,605.89,226.66,0.02,346.89,0.00,-39.87,32.25,64.45
2019-12-18 00:10,0.00,-0.20,904.42,0.08,30.84,0.00,574.03,227.46,0.02,353.26,0.00,-5.40,32.10,64.45
2019-12-18 00:15,0.00,-0.20,893.30,12.80,30.64,0.00,540.32,242.54,0.02,355.41,0.00,-0.04,31.95,64.45
2019-12-18 00:20,0.00,-0.20,867.60,0.00,30.99,0.00,575.50,231.44,0.02,368.90,0.00,-40.09,31.80,64.45
2019-12-18 00:25,0.00,-0.20,870.25,0.56,30.79,0.00,542.57,237.54,0.02,369.89,0.00,-23.66,31.65,64.45
2019-12-18 00:30,0.00,-0.20,855.32,0.00,30.03,0.00,504.81,232.86,0.02,380.96,0.00,-0.07,31.50,55.68
2019-12-18 00:35,0.00,-0.20,867.43,0.00,0.00,0.00,487.88,238.47,0.02,387.97,0.00,-37.40,31.68,55.68
2019-12-18 00:40,0.00,-0.20,878.06,0.00,0.00,0.00,488.30,235.48,0.02,334.94,0.00,-34.47,31.87,55.68
2019-12-18 00:45,0.00,-0.20,899.63,8.25,0.00,0.00,487.79,256.42,0.02,322.34,0.00,-1.14,32.05,55.68
2019-12-18 00:50,0.00,-0.20,922.60,9.80,0.00,0.00,506.77,252.37,0.02,289.89,0.00,-0.02,32.23,55.68
2019-12-18 00:55,0.00,-0.20,926.96,1.16,0.00,0.00,497.97,244.64,0.02,257.19,0.00,0.00,32.42,55.68
2019-12-18 01:00,0.00,-0.20,921.57,0.00,0.00,0.00,489.15,237.43,0.02,249.85,0.00,-34.89,32.60,48.85
2019-12-18 01:05,0.00,-0.20,914.94,0.00,0.00,0.00,493.16,250.11,0.02,308.81,0.00,-1.00,32.60,48.85
2019-12-18 01:10,0.00,-0.20,920.20,0.00,0.00,0.00,490.09,243.37,0.02,256.74,0.00,-37.89,32.60,48.85
2019-12-18 01:15,0.00,-0.30,919.66,0.00,0.00,0.00,489.82,246.75,0.02,198.35,0.00,-19.17,32.60,48.85
2019-12-18 01:20,0.00,-0.20,921.13,0.00,0.00,0.00,489.53,232.48,0.02,186.86,0.00,-29.88,32.60,48.85
2019-12-18 01:25,0.00,-0.20,911.32,0.00,0.00,0.00,489.10,242.01,0.02,246.81,0.00,-34.21,32.60,48.85
2019-12-18 01:30,0.00,-0.30,921.83,0.00,0.00,0.00,487.93,246.61,0.02,163.98,0.00,-38.27,32.60,44.74
2019-12-18 01:35,0.00,-0.20,922.84,0.00,0.00,0.00,466.04,241.63,0.02,155.96,0.00,-10.74,32.52,44.74
2019-12-18 01:40,0.00,-0.20,921.43,0.00,9.96,0.00,456.79,238.99,0.02,174.31,0.00,-1.40,32.43,44.74
2019-12-18 01:45,0.00,-0.30,907.14,0.00,9.74,0.00,461.33,242.82,0.02,154.19,0.00,-8.67,32.35,44.74
2019-12-18 01:50,0.00,-0.20,890.74,0.00,9.51,0.00,461.28,238.73,0.02,131.40,0.00,-4.51,32.27,44.74
2019-12-18 01:55,0.00,-0.20,892.79,0.00,9.90,0.00,460.23,247.84,0.02,179.40,0.00,-1.14,32.18,44.74
2019-12-18 02:00,0.00,-0.30,893.64,0.00,10.12,0.00,459.35,248.47,0.02,164.59,0.00,-33.15,32.10,39.73
2019-12-18 02:05,0.00,-0.30,890.33,0.00,19.53,0.00,460.56,241.98,0.02,116.20,0.00,-40.99,31.92,39.73
2019-12-18 02:10,0.00,-0.20,888.23,0.00,19.94,0.00,457.24,240.37,0.02,130.48,0.00,-4.25,31.73,39.73
2019-12-18 02:15,0.00,-0.30,885.67,0.00,19.99,0.00,458.77,246.67,0.02,178.52,0.00,-1.17,31.55,39.73
2019-12-18 02:20,0.00,-0.20,896.62,0.00,20.31,0.00,462.40,244.71,0.02,138.30,0.00,-38.36,31.37,39.73
2019-12-18 02:25,0.00,-0.20,883.13,0.00,20.34,0.00,462.32,256.98,0.02,99.74,0.00,-39.84,31.18,39.73
2019-12-18 02:30,0.00,-0.20,885.71,0.00,20.87,0.00,461.60,238.90,0.02,126.50,0.00,-14.50,31.00,38.65
2019-12-18 02:35,0.00,-0.20,890.80,0.00,20.07,0.00,460.02,246.74,0.02,82.72,0.00,-44.22,30.93,38.65
2019-12-18 02:40,0.00,-0.20,873.00,0.00,19.93,0.00,463.90,241.99,0.02,142.11,0.00,-9.67,30.87,38.65
2019-12-18 02:45,0.00,-0.20,887.06,0.01,20.04,0.00,459.25,237.60,0.02,77.18,0.00,-40.80,30.80,38.65
2019-12-18 02:50,0.00,-0.20,902.74,0.00,20.28,0.00,461.13,247.64,0.02,99.66,0.00,-9.65,30.73,38.65
2019-12-18 02:55,0.00,-0.20,907.68,0.00,20.25,0.00,430.19,247.81,0.02,143.55,0.00,-4.85,30.67,38.65
2019-12-18 03:00,0.00,-0.20,914.24,0.00,19.96,0.00,390.85,246.90,0.02,42.70,0.00,-22.83,30.60,34.96
2019-12-18 03:05,0.00,-0.20,915.46,0.00,84.08,0.00,383.05,229.87,0.02,37.01,0.00,-12.58,30.65,34.96
2019-12-18 03:10,0.00,-0.20,938.38,0.10,99.00,0.00,384.65,231.11,0.02,58.19,0.00,-39.90,30.70,34.96
2019-12-18 03:15,0.00,-0.20,942.22,0.02,98.76,0.00,383.10,234.84,0.02,46.55,0.00,-37.30,30.75,34.96
2019-12-18 03:20,0.00,-0.20,938.76,0.00,99.55,0.00,383.70,255.83,0.02,0.00,-3.93,-24.68,30.80,34.96
2019-12-18 03:25,0.00,-0.20,942.43,0.00,99.40,0.00,385.60,246.38,0.02,20.07,0.00,-2.73,30.85,34.96
2019-12-18 03:30,0.00,-0.20,952.28,0.00,99.34,0.00,385.10,244.86,0.02,0.00,-18.67,-21.90,30.90,35.82
2019-12-18 03:35,0.00,-0.20,982.77,0.03,99.61,0.00,383.52,237.88,0.02,2.32,0.00,-4.26,30.93,35.82
2019-12-18 03:40,0.00,-0.20,990.63,0.00,100.92,0.00,384.07,242.45,0.02,0.00,-87.41,-37.35,30.97,35.82
2019-12-18 03:45,0.00,-0.20,1004.15,0.00,99.02,0.00,384.87,238.89,0.02,0.00,-84.67,-2.77,31.00,35.82
2019-12-18 03:50,0.00,-0.20,1038.45,0.00,98.89,0.00,387.46,238.76,0.02,0.00,-71.28,-17.88,31.03,35.82
2019-12-18 03:55,0.00,-0.20,1070.64,0.00,99.14,0.00,385.59,229.09,0.02,0.00,-126.52,-36.41,31.07,35.82
2019-12-18 04:00,0.00,-0.20,1090.41,0.00,99.55,0.00,384.62,242.47,0.02,0.00,-170.36,-26.47,31.10,34.35
2019-12-18 04:05,0.00,-0.20,1093.55,0.00,99.29,0.00,385.59,235.79,0.02,0.00,-195.87,-1.77,31.02,34.35
2019-12-18 04:10,0.00,-0.20,1105.45,0.00,99.44,0.00,388.00,244.01,0.02,0.00,-156.66,-22.26,30.93,34.35
2019-12-18 04:15,0.00,-0.20,1113.48,0.30,98.86,0.00,386.07,235.17,0.02,0.00,-171.37,-0.04,30.85,34.35
2019-12-18 04:20,0.00,-0.20,1096.86,3.20,99.40,0.00,386.78,240.41,0.02,0.00,-176.85,-0.07,30.77,34.35
2019-12-18 04:25,0.00,-0.20,1078.79,3.90,99.78,0.00,386.26,232.71,0.02,0.00,-186.62,-0.13,30.68,34.35
2019-12-18 04:30,0.00,-0.20,1079.98,0.01,99.15,0.00,387.48,235.84,0.02,0.00,-72.91,0.00,30.60,37.50
2019-12-18 04:35,0.00,-0.20,1076.59,11.50,20.10,0.00,386.00,236.38,0.02,0.00,-88.68,-0.98,30.50,37.50
2019-12-18 04:40,0.00,-0.20,1068.62,14.40,19.85,0.00,386.17,243.82,0.02,0.00,-76.10,-0.12,30.40,37.50
2019-12-18 04:45,0.00,-0.20,1067.88,30.00,20.33,0.00,386.26,253.59,0.02,0.00,-71.73,-0.11,30.30,37.50
2019-12-18 04:50,0.00,-0.20,1069.56,0.00,19.84,0.00,385.96,229.04,0.02,0.00,-52.38,-5.05,30.20,37.50
2019-12-18 04:55,0.00,-0.20,1065.82,0.00,20.10,0.00,386.31,230.96,0.02,0.00,-56.15,-2.61,30.10,37.50
2019-12-18 05:00,0.00,-0.20,1040.94,10.30,20.48,0.00,384.55,242.02,0.02,0.00,-42.95,0.00,30.00,39.10
2019-12-18 05:05,0.01,-0.20,1047.81,0.00,21.03,0.00,386.25,227.86,0.02,0.00,-50.04,-26.88,29.92,39.10
2019-12-18 05:10,0.02,-0.20,1035.55,0.00,20.80,0.00,384.93,240.02,0.02,0.00,-40.43,-0.24,29.83,39.10
2019-12-18 05:15,0.03,-0.20,1031.23,0.00,20.84,0.00,387.31,238.61,0.02,6.44,0.00,-1.27,29.75,39.10
2019-12-18 05:20,0.04,-0.20,1023.62,0.00,21.15,0.00,387.42,226.94,0.02,8.28,0.00,-40.09,29.67,39.10
2019-12-18 05:25,0.05,-0.20,1006.72,0.00,20.17,0.00,386.93,251.22,0.02,43.90,0.00,-9.47,29.58,39.10
2019-12-18 05:30,0.06,-0.20,1005.63,0.00,21.15,0.00,387.34,241.18,0.02,0.00,-43.62,-36.71,29.50,43.67
2019-12-18 05:35,1.56,-0.20,1012.89,0.00,56.49,0.00,385.17,244.51,0.02,7.67,0.00,-3.56,29.38,43.67
2019-12-18 05:40,3.07,-0.20,1000.40,0.00,59.59,0.00,385.08,232.68,0.02,16.06,0.00,-27.64,29.27,43.67
2019-12-18 05:45,4.57,-0.20,987.94,0.00,59.33,0.00,388.24,244.09,0.02,1.54,0.00,-22.68,29.15,43.67
2019-12-18 05:50,6.07,-0.20,966.69,0.00,59.30,0.00,386.13,249.20,0.02,7.45,0.00,-2.66,29.03,43.67
2019-12-18 05:55,7.58,-0.20,945.12,8.30,59.53,0.00,386.37,234.20,0.02,27.58,0.00,-0.10,28.92,43.67
2019-12-18 06:00,9.08,-0.20,929.69,8.13,59.72,0.00,386.28,242.35,0.02,34.52,0.00,0.00,28.80,55.13
2019-12-18 06:05,14.98,-0.20,932.20,13.86,59.60,0.00,431.31,240.93,0.02,7.50,0.00,-1.03,28.98,55.13
2019-12-18 06:10,20.87,-0.18,932.79,0.06,58.87,0.00,467.32,228.46,0.02,16.32,0.00,-18.90,29.17,55.13
2019-12-18 06:15,26.77,0.17,936.25,0.00,59.98,0.00,493.66,235.33,0.02,48.28,0.00,-12.68,29.35,55.13
2019-12-18 06:20,32.67,1.98,940.97,0.00,58.90,0.00,492.67,226.75,0.02,83.48,0.00,-36.06,29.53,55.13
2019-12-18 06:25,38.56,2.77,919.83,0.00,58.85,0.00,476.91,230.20,0.02,72.80,0.00,-39.39,29.72,55.13
2019-12-18 06:30,44.46,4.03,929.38,0.00,58.93,0.00,482.79,242.35,0.02,44.84,0.00,-4.17,29.90,54.40
2019-12-18 06:35,54.83,6.03,927.41,0.00,59.56,0.00,482.91,230.63,0.02,40.29,0.00,-6.41,30.08,54.40
2019-12-18 06:40,65.20,8.75,932.36,0.00,60.01,0.00,490.93,226.86,0.02,37.16,0.00,-0.02,30.27,54.40
2019-12-18 06:45,75.56,10.56,947.62,4.40,59.80,0.00,492.73,230.43,0.02,59.03,0.00,-0.06,30.45,54.40
2019-12-18 06:50,85.93,14.28,967.43,0.70,59.51,0.00,475.75,231.66,0.02,50.44,0.00,-0.99,30.63,54.40
2019-12-18 06:55,96.30,19.42,978.98,1.60,59.65,0.00,464.56,243.12,0.02,12.27,0.00,-0.10,30.82,54.40
2019-12-18 07:00,106.67,34.08,963.33,7.60,59.68,0.00,481.73,237.70,0.02,54.25,0.00,-0.14,31.00,53.81
2019-12-18 07:05,121.65,43.18,953.19,6.50,20.77,0.00,489.80,232.91,0.02,58.36,0.00,-2.00,31.25,53.81
2019-12-18 07:10,136.63,41.15,933.82,0.30,20.48,0.00,491.04,236.55,0.02,89.85,0.00,-0.04,31.50,53.81
2019-12-18 07:15,151.60,47.47,911.92,0.30,21.01,0.00,492.28,242.95,0.02,131.30,0.00,-0.01,31.75,53.81
2019-12-18 07:20,166.58,62.99,904.72,0.40,19.82,0.00,492.16,238.27,0.02,153.76,0.00,-0.12,32.00,53.81
2019-12-18 07:25,181.56,69.22,905.79,6.70,20.80,0.00,503.77,254.86,0.02,139.05,0.00,-0.09,32.25,53.81
2019-12-18 07:30,196.54,75.03,903.81,0.00,20.14,0.00,492.73,230.36,0.02,135.03,0.00,-0.11,32.50,38.80
2019-12-18 07:35,213.54,85.71,903.19,0.00,20.98,0.00,488.57,251.96,0.02,87.26,0.00,-2.06,32.78,38.80
2019-12-18 07:40,230.55,83.91,875.86,9.20,20.63,58.00,489.80,248.57,0.02,143.48,0.00,-0.08,33.07,38.80
2019-12-18 07:45,247.55,95.04,854.76,0.00,20.07,71.25,490.23,241.47,0.02,106.39,0.00,-8.57,33.35,38.80
2019-12-18 07:50,264.56,96.65,853.31,0.20,20.69,70.07,487.57,240.27,0.02,122.54,0.00,-0.09,33.63,38.80
2019-12-18 07:55,281.56,110.82,842.39,0.00,20.65,74.42,487.52,237.88,0.02,143.70,0.00,-19.13,33.92,38.80
2019-12-18 08:00,298.57,104.62,821.79,0.00,20.40,75.29,487.37,237.01,0.02,136.76,0.00,-0.65,34.20,44.91
2019-12-18 08:05,316.75,125.64,782.75,0.00,20.16,75.36,486.19,252.73,0.02,153.76,0.00,-0.50,34.43,44.91
2019-12-18 08:10,334.93,135.02,769.69,0.00,20.48,89.83,485.82,229.85,0.02,139.63,0.00,-7.44,34.67,44.91
2019-12-18 08:15,353.11,137.73,737.82,20.40,20.48,99.18,511.57,257.64,0.02,206.92,0.00,-0.08,34.90,44.91
2019-12-18 08:20,371.30,143.28,724.37,9.20,21.07,99.33,485.93,235.74,0.02,243.06,0.00,-0.09,35.13,44.91
2019-12-18 08:25,389.48,145.75,724.45,2.46,20.71,99.71,490.51,247.20,0.02,235.69,0.00,0.00,35.37,44.91
2019-12-18 08:30,407.66,143.92,678.08,0.20,20.84,98.46,484.36,242.23,0.02,293.13,0.00,-0.18,35.60,73.03
2019-12-18 08:35,425.86,143.15,676.89,0.20,10.57,98.70,484.63,248.10,0.02,325.51,0.00,-0.08,35.88,73.03
2019-12-18 08:40,444.06,148.95,655.55,0.10,10.44,98.61,488.29,231.39,0.02,341.83,0.00,-0.08,36.17,73.03
2019-12-18 08:45,462.26,142.64,650.22,2.50,10.53,98.75,491.25,241.50,0.02,342.82,0.00,-0.95,36.45,73.03
2019-12-18 08:50,480.47,153.93,642.35,3.28,10.65,98.37,490.42,242.98,0.02,328.43,0.00,-0.04,36.73,73.03
2019-12-18 08:55,498.67,164.87,623.53,6.76,10.44,98.31,525.66,246.27,0.02,330.09,0.00,-0.10,37.02,73.03
2019-12-18 09:00,516.87,166.34,608.41,25.39,10.44,95.45,531.72,247.85,0.02,367.27,0.00,-0.02,37.30,64.50
2019-12-18 09:05,531.95,167.23,591.27,0.90,10.68,95.06,495.44,246.86,-0.06,399.56,0.00,-1.03,37.42,64.50
2019-12-18 09:10,547.04,171.60,576.61,2.06,10.73,94.77,479.38,236.54,0.02,406.05,0.00,-0.09,37.53,64.50
2019-12-18 09:15,562.12,173.28,560.85,25.88,10.38,94.93,482.96,247.04,0.02,418.63,0.00,-0.07,37.65,64.50
2019-12-18 09:20,577.20,175.58,547.63,0.00,10.28,94.79,482.63,243.39,0.02,453.41,0.00,-2.42,37.77,64.50
2019-12-18 09:25,592.29,172.86,536.45,0.44,10.68,94.86,477.57,242.69,0.02,445.29,0.00,-0.11,37.88,64.50
2019-12-18 09:30,607.37,170.76,494.75,25.08,10.32,94.71,506.30,240.33,5.27,469.32,0.00,-0.09,38.00,89.49
2019-12-18 09:35,620.27,180.18,469.20,13.88,27.54,94.92,523.16,238.04,1.14,457.05,0.00,-0.14,38.10,89.49
2019-12-18 09:40,633.18,152.87,454.66,9.93,29.07,94.63,560.04,238.59,0.01,475.56,0.00,-0.02,38.20,89.49
2019-12-18 09:45,646.08,171.62,438.95,0.00,28.95,93.77,587.86,233.07,0.01,490.10,0.00,-0.07,38.30,89.49
2019-12-18 09:50,658.98,179.76,414.85,0.10,29.27,93.95,587.51,231.44,0.01,485.95,0.00,-6.60,38.40,89.49
2019-12-18 09:55,671.89,193.79,398.50,4.88,29.51,93.99,592.45,240.39,0.01,540.04,0.00,-0.03,38.50,89.49
2019-12-18 10:00,684.79,193.28,401.17,0.20,29.37,93.35,557.85,234.85,0.04,563.58,0.00,-1.01,38.60,72.86
2019-12-18 10:05,695.30,194.59,392.42,0.30,29.71,92.80,538.49,253.52,0.04,638.04,0.00,-0.08,38.90,72.86
2019-12-18 10:10,705.82,199.72,401.08,30.00,29.21,92.19,564.20,246.88,0.04,530.23,0.00,-0.82,39.20,72.86
2019-12-18 10:15,716.33,201.63,383.72,0.00,29.56,92.20,596.14,246.97,0.04,540.75,0.00,-2.62,39.50,72.86
2019-12-18 10:20,726.85,203.28,384.34,0.00,29.42,91.77,564.70,234.82,0.04,558.87,0.00,-0.04,39.80,72.86
2019-12-18 10:25,737.36,203.99,358.52,0.00,29.54,141.25,546.43,238.73,0.04,581.51,0.00,-37.34,40.10,72.86
2019-12-18 10:30,747.88,205.48,348.38,0.00,28.78,164.23,576.62,242.18,0.04,526.21,0.00,-5.74,40.40,83.83
2019-12-18 10:35,755.36,205.36,349.19,0.00,29.47,162.85,563.18,264.40,0.04,577.65,0.00,-3.37,40.45,83.83
2019-12-18 10:40,762.84,206.65,347.84,0.00,29.57,164.24,512.78,279.32,0.04,554.79,0.00,-2.35,40.50,83.83
2019-12-18 10:45,770.32,209.92,349.51,0.00,29.16,164.60,520.15,281.76,0.04,570.89,0.00,-0.26,40.55,83.83
2019-12-18 10:50,777.80,213.77,344.87,17.80,29.10,164.04,498.69,296.16,0.04,517.20,0.00,-0.09,40.60,83.83
2019-12-18 10:55,785.28,215.33,322.21,20.30,29.14,163.45,535.84,313.46,0.04,519.20,0.00,-0.10,40.65,83.83
2019-12-18 11:00,792.76,215.80,310.84,0.20,29.02,164.96,566.88,313.95,0.04,535.08,0.00,-0.03,40.70,103.90
2019-12-18 11:05,798.61,215.32,304.91,4.30,29.42,164.01,535.11,334.99,0.02,518.03,0.00,-1.95,40.80,103.90
2019-12-18 11:10,804.46,217.92,282.13,29.90,29.31,163.95,568.29,336.32,0.02,560.07,0.00,-1.01,40.90,103.90
2019-12-18 11:15,810.31,220.52,268.41,8.26,28.79,163.96,604.68,310.68,0.02,594.40,0.00,-0.08,41.00,103.90
2019-12-18 11:20,816.15,220.32,242.84,2.13,29.42,162.69,610.02,286.56,0.02,611.19,0.00,-0.11,41.10,103.90
2019-12-18 11:25,822.00,218.92,246.63,18.93,29.53,161.26,623.00,270.78,0.02,654.14,0.00,-0.07,41.20,103.90
2019-12-18 11:30,827.85,220.09,236.63,3.16,29.45,162.44,622.33,260.91,0.02,644.99,0.00,-1.15,41.30,110.57
2019-12-18 11:35,831.54,219.99,252.48,6.14,29.07,163.08,612.99,289.57,0.02,641.81,0.00,-1.96,41.38,110.57
2019-12-18 11:40,835.23,220.81,232.31,4.09,29.04,183.02,622.45,287.05,0.02,633.40,0.00,-22.52,41.47,110.57
2019-12-18 11:45,838.92,219.70,230.47,1.17,29.07,201.99,609.60,275.27,0.02,648.92,0.00,-31.97,41.55,110.57
2019-12-18 11:50,842.62,221.58,259.11,5.51,29.01,218.52,620.47,273.01,0.02,633.79,0.00,-3.40,41.63,110.57
2019-12-18 11:55,846.31,216.84,255.29,1.20,29.68,221.80,607.56,275.79,0.02,605.24,0.00,-38.28,41.72,110.57
2019-12-18 12:00,850.00,219.69,258.26,8.72,29.85,221.18,611.26,274.52,0.02,642.46,0.00,-0.05,41.80,104.10
2019-12-18 12:05,852.16,220.97,281.22,0.06,28.95,222.64,606.32,274.09,0.02,618.76,0.00,-9.20,41.85,104.10
2019-12-18 12:10,854.32,220.66,286.37,0.00,29.21,197.60,596.02,268.69,0.02,617.41,0.00,-17.03,41.90,104.10
2019-12-18 12:15,856.48,222.27,289.18,11.83,29.74,182.57,602.54,280.06,0.02,605.70,0.00,-0.07,41.95,104.10
2019-12-18 12:20,858.64,222.30,324.82,6.72,29.34,183.71,597.02,283.74,0.02,573.68,0.00,-0.09,42.00,104.10
2019-12-18 12:25,860.80,221.65,350.08,15.67,29.63,215.86,602.89,288.13,0.02,576.73,0.00,0.00,42.05,104.10
2019-12-18 12:30,862.96,220.61,393.96,12.23,29.91,208.80,600.49,283.41,0.02,485.68,0.00,-0.16,42.10,114.51
2019-12-18 12:35,862.95,220.64,440.21,15.02,29.27,221.11,619.24,283.57,0.02,468.42,0.00,-0.18,42.17,114.51
2019-12-18 12:40,862.94,220.72,439.11,29.45,28.89,221.80,618.82,296.05,0.02,444.87,0.00,-0.18,42.23,114.51
2019-12-18 12:45,862.92,221.53,450.96,10.11,29.72,221.73,619.61,291.92,0.02,477.06,0.00,-0.07,42.30,114.51
2019-12-18 12:50,862.91,222.04,440.89,0.00,42.57,222.55,618.71,340.83,0.02,469.45,0.00,-25.74,42.37,114.51
2019-12-18 12:55,862.90,220.96,422.67,0.00,42.60,221.28,617.89,337.38,0.02,421.91,0.00,-35.22,42.43,114.51
2019-12-18 13:00,862.89,221.61,412.65,0.00,48.65,221.59,622.49,361.59,0.02,498.03,0.00,-19.04,42.50,115.00
2019-12-18 13:05,861.42,220.83,396.10,0.00,31.24,222.39,632.34,347.42,0.02,449.09,0.00,-5.70,42.50,115.00
2019-12-18 13:10,859.95,219.73,399.02,4.10,32.50,222.36,635.16,341.37,0.02,445.66,0.00,-0.01,42.50,115.00
2019-12-18 13:15,858.48,219.45,382.47,0.00,42.79,221.63,634.83,382.26,0.02,412.64,0.00,-0.09,42.50,115.00
2019-12-18 13:20,857.01,219.44,349.90,0.00,55.45,222.03,633.96,481.15,0.02,393.34,0.00,-12.89,42.50,115.00
2019-12-18 13:25,855.54,218.90,342.55,21.00,56.64,221.94,634.73,476.14,0.02,324.50,0.00,-0.07,42.50,115.00
2019-12-18 13:30,854.07,217.03,331.30,3.11,63.81,238.05,636.40,544.74,0.02,286.36,0.00,0.00,42.50,128.16
2019-12-18 13:35,851.60,217.03,307.63,13.00,64.29,239.33,633.78,624.34,0.02,278.49,0.00,-0.07,42.55,128.16
2019-12-18 13:40,849.13,217.58,300.06,15.00,63.05,243.22,633.53,652.25,0.02,207.44,0.00,-0.07,42.60,128.16
2019-12-18 13:45,846.67,216.88,265.97,0.06,63.89,256.49,636.36,729.40,0.02,167.53,0.00,-16.60,42.65,128.16
2019-12-18 13:50,844.20,219.97,236.16,0.00,63.10,255.36,634.94,830.11,0.02,67.57,0.00,-19.88,42.70,128.16
2019-12-18 13:55,841.73,220.40,204.84,5.80,62.13,254.86,635.28,884.01,0.02,181.01,0.00,-0.06,42.75,128.16
2019-12-18 14:00,839.26,220.05,209.22,0.00,64.62,256.06,633.99,884.87,0.02,143.21,0.00,-28.81,42.80,122.24
2019-12-18 14:05,834.88,219.82,208.05,0.00,64.30,256.45,633.57,882.14,0.02,59.73,0.00,-1.11,42.70,122.24
2019-12-18 14:10,830.50,219.57,237.05,0.00,63.84,256.66,632.55,984.11,0.02,65.47,0.00,-1.42,42.60,122.24
2019-12-18 14:15,826.12,219.22,242.38,0.00,64.45,265.13,634.34,954.17,0.02,40.77,0.00,-0.90,42.50,122.24
2019-12-18 14:20,821.74,218.91,241.96,11.43,63.72,293.51,634.02,931.42,0.02,8.46,0.00,-0.16,42.40,122.24
2019-12-18 14:25,817.36,218.95,237.39,15.43,63.98,321.99,634.51,949.94,0.02,30.41,0.00,-0.04,42.30,122.24
